contract_id,contract_start_date,annual_amount,ejari_property_sub_type_en,area_name_en
CRT2132469796,2025-09-03,235000,4 bed rooms+hall,Al Hebiah Third
CNT2130274363,2025-01-07,172200,Room in labor Camp,Jabal Ali Industrial First
CNT2132776445,2025-09-01,282000,Room in labor Camp,Muhaisanah Second
CNT2130185588,2025-03-01,1705000,Hotel,Al Sabkha
CNT2132236659,2025-08-01,65000,2 bed rooms+hall,Al Hamriya
CRT2132326112,2025-08-18,95743,Studio,Marsa Dubai
CNT2130831161,2025-03-22,42266,1bed room+Hall,Madinat Al Mataar
CNT2132429968,2025-06-10,4982400,Room in labor Camp,Dubai Investment Park Second
CNT2133220367,2025-09-19,80000,Shop,Al Goze Third
CNT2132307906,2025-06-05,60000,Office,Al Qusais Industrial Fourth
CNT2130164912,2025-03-14,15000,Office,Al Goze First
CNT2132121012,2025-07-31,58000,2 bed rooms+hall,Al Nahda First
CNT2132425867,2025-08-28,15000,Office,Hor Al Anz
CNT2131329374,2025-06-16,15000,Office,Business Bay
CNT2133198551,2025-05-01,37950,1bed room+Hall,Al Yelayiss 2
CNT2133983103,2026-01-01,39999,1bed room+Hall,Muhaisanah Fourth
CNT2132323028,2025-08-15,79410,1bed room+Hall,Al Barsha First
CRT2132138806,2025-08-09,147000,Office,Business Bay
CNT2133091068,2025-09-25,1100000,Room in labor Camp,Al Goze Industrial Second
CNT2133124621,2025-10-21,20000,Office,Jabal Ali Industrial First
CNT2134289197,2026-01-25,85000,1bed room+Hall,Al Barsha First
CNT2133293239,2025-11-03,20000,Office,Saih Shuaib 2
CRT2131172059,2025-06-30,119337,2 bed rooms+hall,Marsa Dubai
CNT2129921313,2025-03-15,54000,1bed room+Hall,Al Jadaf
CRT2127869976,2025-01-14,110000,1bed room+Hall,Marsa Dubai
CNT2131791057,2025-06-13,142000,3 bed rooms+hall,Al Safouh First
CNT2129931288,2025-01-01,62028,Office,Al Garhoud
CNT2132117520,2025-07-07,47000,2 bed rooms+hall,Al Nahda Second
CNT2131992507,2025-07-01,175000,Warehouse,Al Goze Industrial Fourth
CNT2134164356,2025-12-10,34000,1bed room+Hall,Al Warsan First
CNT2126922377,2025-01-01,55000,1bed room+Hall,Al Barshaa South Third
CNT2133033145,2025-09-14,72214,2 bed rooms+hall,Jabal Ali First
CNT2132355534,2025-08-21,35000,Studio,Al Barsha South Fourth
CNT2132549523,2025-09-06,35199,1bed room+Hall,Muhaisanah Fourth
CRT2132887176,2025-10-05,70000,Studio,Business Bay
CNT2130516668,2025-03-01,311220,Studio,Dubai Investment Park First
CNT2132942761,2025-10-15,1638000,Labor Camp,Muhaisanah Second
CNT2130471517,2025-04-12,15000,Office,Al Muteena
CNT2130949485,2025-03-05,70000,2 bed rooms+hall,Madinat Al Mataar
CNT2129596277,2025-02-13,20000,Office,Hor Al Anz
CNT2132294127,2025-05-20,1209600,Room in labor Camp,Muhaisanah Second
CRT2132175716,2025-08-01,121000,Office,Al Thanyah Fifth
CNT2134289052,2026-01-17,20000,Office,Dubai Investment Park First
CNT2132723506,2025-10-14,78000,1bed room+Hall,Oud Metha
CNT2132844782,2025-08-17,27600,Room in labor Camp,Al Goze Industrial Fourth
CNT2133338293,2025-11-02,35420,Studio,Jabal Ali Industrial First
CNT2130635872,2025-04-24,9894,Studio,Jabal Ali Industrial Second
CNT2128546421,2025-01-27,20000,Office,Al Thanyah First
CNT2134005078,2025-11-22,1428000,Room in labor Camp,Al Goze Industrial Second
CRT2129444136,2025-02-01,150000,3 bed rooms+hall,Wadi Al Safa 7
CNT2128955795,2025-02-03,66000,Studio,Al Hebiah Fourth
CNT2132739429,2025-09-23,95000,1bed room+Hall,Business Bay
CRT2134262726,2026-01-01,15000,Office,Saih Shuaib 4
CNT2133560277,2025-08-10,53000,1bed room+Hall,Wadi Al Safa 2
CNT2131696010,2025-07-03,15000,Office,Abu Hail
CRT2132081256,2025-07-31,72000,1bed room+Hall,Business Bay
CNT2132310359,2025-08-19,20000,Office,Al Murqabat
CNT2133207013,2025-08-20,132000,2 bed rooms+hall,Marsa Dubai
CNT2130169061,2025-02-05,70000,Office,Hor Al Anz East
CNT2131711303,2025-07-04,15000,Office,Al Muteena
CNT2132960991,2025-09-15,1680000,Labor Camp,Jabal Ali Industrial First
CNT2133780491,2025-12-01,60000,2 bed rooms+hall,Al Nahda First
CRT2133173426,2025-10-22,23000,Office,Al Mararr
CNT2133247266,2025-10-30,9000,Office,Hor Al Anz East
CRT2131727176,2025-07-07,143325,2 bed rooms+hall,Marsa Dubai
CRT2129446646,2025-02-14,75000,Office,Business Bay
CNT2130049303,2025-03-15,44000,1bed room+Hall,Dubai Investment Park Second
CNT2132239645,2025-08-16,53361,Studio,Business Bay
CNT2133180890,2025-10-01,64000,Room in labor Camp,Al Goze Industrial Second
CNT2131861343,2025-07-16,20000,Office,Hor Al Anz
CNT2126859261,2025-01-01,607200,Room in labor Camp,Jabal Ali Industrial First
CNT2132953271,2025-10-01,75500,3 bed rooms+hall,Warsan Fourth
CNT2133305789,2025-11-03,20000,Office,Saih Shuaib 2
CRT2133233576,2025-11-01,368550,Shop,Al Warsan First
CNT2130990934,2025-05-20,20000,Office,Al Khabeesi
CNT2131868755,2025-06-01,693000,Room in labor Camp,Jabal Ali Industrial First
CNT2130728777,2025-04-06,47500,1bed room+Hall,Al Nahda Second
CNT2131874005,2025-07-23,166032,4 bed rooms+hall,Nad Al Shiba Third
CNT2131221017,2025-06-11,48000,2 bed rooms+hall,Al Qusais Industrial Fifth
CRT2130198086,2025-03-01,55000,1bed room+Hall,Hor Al Anz
CRT2130282886,2025-04-01,140000,1bed room+Hall,Zaabeel Second
CNT2129183081,2025-01-22,68355,2 bed rooms+hall,Al Mamzer
CNT2131117758,2025-05-29,15000,Office,Hor Al Anz
CRT2130668556,2025-04-15,142000,2 bed rooms+hall,Business Bay
CRT2132353136,2025-08-28,40000,Studio,Madinat Al Mataar
CNT2133510254,2025-11-20,63000,2 bed rooms+hall,Al Mamzer
CRT2132908346,2025-10-01,74799,Studio,Business Bay
CNT2128921676,2025-02-01,15000,Office,Al Baraha
CNT2131368359,2025-08-01,150000,3 bed rooms+hall,Rega Al Buteen
CNT2132329013,2025-05-20,5694000,Labor Camp,Muhaisanah Second
CNT2132619418,2025-09-13,15000,Office,Al Goze Industrial First
CRT2129916326,2025-03-01,122000,2 bed rooms+hall,Marsa Dubai
CNT2132214535,2025-07-10,88000,2 bed rooms+hall,Al Jadaf
CNT2130442476,2025-03-17,82000,1bed room+Hall,Al Satwa
CNT2130191000,2025-05-01,30000,Shop,Al Goze First
CNT2127218360,2025-01-01,52800,Shop,Al Rega
CNT2131385478,2025-08-01,30000,Studio,Naif
CNT2131305972,2025-06-17,46691,2 bed rooms+hall,Al Warsan First
CNT2130611518,2025-05-01,55000,Shop,Al Warsan First
CNT2130805790,2025-05-18,100000,2 bed rooms+hall,Business Bay
CRT2130136977,2025-03-14,244343,3 bed rooms+hall,Jabal Ali First
CNT2130829197,2025-04-25,96000,2 bed rooms+hall,Al Barsha First
CNT2130006532,2025-02-07,15000,1bed room+Hall,Al Thanyah Fifth
CNT2131762115,2025-05-11,40800,Room in labor Camp,Muhaisanah Second
CNT2132673377,2025-10-10,266805,4 bed rooms+hall,Um Al Sheif
CNT2130111167,2025-01-15,110000,4 bed rooms+hall,Mirdif
CNT2128487557,2025-01-08,27500,Studio,Al Warsan First
CNT2132642403,2025-09-16,15000,Shop,Naif
CNT2132898872,2025-10-04,155000,2 bed rooms+hall,Marsa Dubai
CNT2130943967,2025-06-02,64000,2 bed rooms+hall,Ras Al Khor Industrial Third
CNT2132944165,2025-10-01,145000,Office,Port Saeed
CNT2128539781,2025-01-01,200000,Shop,Al Rega
CNT2131820859,2025-07-14,15000,Office,Al Hamriya
CNT2131537823,2025-04-12,125752,Shop,Hor Al Anz East
CRT2133641726,2025-10-27,570000,Office,Al Thanyah Fifth
CNT2130689214,2025-05-01,86400,Shop with a mezzanine,Al Suq Al Kabeer
CNT2133170873,2025-10-24,20000,Office,Jabal Ali Industrial First
CNT2130496715,2025-04-25,85701,Shop,Al Warsan First
CNT2131210231,2025-06-16,56000,1bed room+Hall,Al Hamriya
CRT2129908656,2025-01-23,20000,Shop,Hor Al Anz
CNT2133222909,2025-12-20,65000,2 bed rooms+hall,AL TWAR FIFTH
CNT2130695426,2025-03-22,54950,1bed room+Hall,Warsan Fourth
CNT2129721297,2025-02-15,15000,Office,Al Baraha
CNT2131823820,2025-07-01,48000,1bed room+Hall,Al Nahda Second
CNT2134099151,2025-08-15,1491429,Room in labor Camp,Jabal Ali Industrial First
CRT2133804366,2025-11-01,350000,2 bed rooms+hall,Hor Al Anz
CNT2132223114,2025-08-02,35200,Office,Port Saeed
CNT2129410775,2025-02-15,58000,Studio,Al Jadaf
CNT2133322662,2025-10-26,48400,1bed room+Hall,Wadi Al Safa 5
CNT2133607703,2025-11-24,20000,Office,Dubai Investment Park First
CNT2133320755,2025-11-20,525000,Shop,Al Mizhar First
CRT2127472106,2025-01-15,36500,Office,Al Mararr
CNT2128103290,2025-01-16,20000,Office,Port Saeed
CNT2130526261,2025-04-16,35700,Office,Business Bay
CNT2130232947,2025-02-23,152450,Room in labor Camp,Jabal Ali Industrial First
CNT2133937436,2026-01-01,95000,Shop,Al Dhagaya
CNT2134074626,2026-01-01,119912,Shop,Al Wasl
CNT2132031289,2025-01-01,4017600,Room in labor Camp,Muhaisanah Second
CNT2134257213,2026-01-29,41800,2 bed rooms+hall,Muhaisanah Fourth
CRT2134248267,2025-12-05,104000,2 bed rooms+hall,Muhaisanah First
CNT2130975134,2025-04-15,275995,Warehouse,Al Goze Industrial First
CRT2134020116,2025-11-22,250000,4 bed rooms+hall,Al Hebiah Fourth
CNT2131273614,2025-07-01,70000,1bed room+Hall,Al Murqabat
CRT2127681656,2025-01-10,600000,6 bed rooms+hall,Nad Al Shiba First
CNT2130404970,2025-04-10,32500,Studio,Al Suq Al Kabeer
CNT2132033542,2025-06-01,150000,Restaurant,Dubai Investment Park Second
CNT2134062329,2026-01-04,71661,1bed room+Hall,Business Bay
CNT2133042541,2025-10-15,70000,2 bed rooms+hall,Al Nahda Second
CRT2129820986,2025-02-18,15000,Office,Hor Al Anz
CNT2133797299,2025-09-25,120000,Warehouse,Ras Al Khor Industrial First
CNT2132585195,2025-03-05,50400,Labor Camp,Al Goze Industrial Second
CNT2130800351,2025-04-10,85800,2 bed rooms+hall,Al Satwa
CNT2132241255,2025-08-15,95000,7 bed rooms+hall,Abu Hail
CNT2133894786,2025-08-01,220000,3 bed rooms+hall,Al Thanyah Fifth
CNT2131092921,2025-06-01,90000,Office,Trade Center First
CNT2132268489,2025-09-15,55000,2 bed rooms+hall,Al Nahda First
CNT2130209570,2025-01-10,75000,Room in labor Camp,Muhaisanah Second
CNT2133178577,2025-11-03,36000,Studio,Al Barsha South Fifth
CNT2130197344,2025-03-18,14000,Office,Al Goze Third
CNT2129901727,2025-02-24,20000,Office,Hor Al Anz
CNT2132327094,2025-07-13,48000,2 bed rooms+hall,Al Goze Industrial Second
CNT2133550807,2025-10-21,85000,1bed room+Hall,Business Bay
CNT2132424553,2025-08-28,20000,Office,Al Mararr
CNT2132221893,2025-07-15,442800,Room in labor Camp,Dubai Investment Park Second
CNT2132271047,2025-08-30,70999,3 bed rooms+hall,Al Goze Fourth
CNT2132894796,2025-12-10,98000,1bed room+Hall,Al Thanyah Fifth
CNT2132849187,2025-10-01,50000,1bed room+Hall,Al Barsha South Fourth
CNT2134185954,2025-12-01,108900,Office,Al Garhoud
CNT2132800001,2025-10-01,68000,2 bed rooms+hall,Al Muteena
CNT2129447897,2025-01-20,1863000,Room in labor Camp,Dubai Investment Park First
CNT2129863185,2025-01-01,153000,Warehouse,Al Goze Industrial Third
CNT2133717975,2025-07-20,45000,1bed room+Hall,AL QUSAIS
CNT2130174799,2025-04-01,65000,2 bed rooms+hall,Dubai Investment Park First
CNT2133223029,2025-11-13,45000,Studio,Al Murqabat
CRT2134049796,2025-11-27,62500,Studio,Al Thanyah Fifth
CRT2131120956,2025-06-27,77175,3 bed rooms+hall,Madinat Hind 4
CNT2130638611,2025-05-18,46000,Shop,Naif
CNT2133618937,2025-12-01,46000,Studio,Jabal Ali First
CNT2128960238,2025-02-03,10000,Office,Trade Center First
CNT2133243238,2025-11-01,43890,2 bed rooms+hall,Muhaisanah Fourth
CNT2131537275,2025-05-15,48240,Room in labor Camp,Al Warsan Third
CNT2133997506,2026-01-28,27000,1bed room+Hall,Muhaisanah Fourth
CNT2133878569,2025-12-15,39000,Shop,Al Suq Al Kabeer
CNT2132754011,2025-09-24,16000,Office,Al Hamriya
CNT2132714454,2025-09-20,16000,Office,Al Hamriya
CNT2130994055,2025-05-20,15000,Office,Al Khabeesi
CNT2133935515,2026-01-01,193200,2 bed rooms+hall,Al Wasl
CNT2134085974,2026-01-01,24000,1bed room+Hall,Muhaisanah Fourth
CNT2132065699,2025-08-07,21000,Office,Al Garhoud
CNT2128291277,2025-01-17,78000,2 bed rooms+hall,Al Thanyah First
CNT2132560631,2025-09-15,55000,1bed room+Hall,Al Warqa First
CNT2134141279,2026-01-01,103788,Office,Al Barsha First
CRT2134086816,2026-01-01,40000,1bed room+Hall,Al Warsan First
CNT2131060457,2025-04-15,15199,Labor Camp,Muhaisanah Second
CRT2131531816,2025-07-01,240000,4 bed rooms+hall,Wadi Al Safa 5
CNT2132585837,2025-08-15,57660,2 bed rooms+hall,Nadd Hessa
CNT2134322889,2026-01-20,15000,Office,Mankhool
CNT2133441357,2025-11-25,70000,1bed room+Hall,Al Raffa
CNT2131999612,2025-07-21,310000,Warehouse,Ras Al Khor Industrial First
CNT2129827600,2025-02-18,15000,Office,Trade Center First
CNT2132665578,2025-09-21,37679,Studio,Jabal Ali First
CRT2133156156,2025-09-23,80000,Shop,Al Warsan First
CNT2127848484,2025-01-01,257105,Shop,Marsa Dubai
CNT2130024755,2025-03-01,131087,Office,Al Garhoud
CNT2132419980,2025-09-01,350000,3 bed rooms+hall,Marsa Dubai
CNT2131567897,2025-04-03,80000,,Jabal Ali Industrial First
CNT2132174758,2025-06-01,4781000,Studio,Madinat Hind 3
CNT2132725028,2025-10-10,68000,2 bed rooms+hall,Al Qusais Industrial Second
CRT2134144826,2026-01-10,55000,1bed room+Hall,Al Jadaf
CNT2133799225,2025-11-01,61250,Office,Naif
CNT2132399987,2025-06-05,294913,Office,Zaabeel Second
CNT2131963979,2025-07-20,2489000,Staff Accommodatoion,Al Warsan Third
CNT2129846937,2025-01-15,1650000,Room in labor Camp,Jabal Ali Industrial First
CNT2133654887,2025-11-27,20000,Office,Port Saeed
CNT2130238898,2025-03-21,2361600,Room in labor Camp,Al Goze Third
CNT2134064897,2026-01-10,49000,1bed room+Hall,Nadd Hessa
CNT2132970769,2025-10-20,145000,2 bed rooms+hall,Business Bay
CNT2132156434,2025-08-07,10000,Office,Naif
CNT2131243419,2025-06-10,15000,Office,Al Muteena
CNT2127055575,2025-01-15,260000,4 bed rooms+hall,Al Barsha First
CRT2134105366,2025-12-18,30000,Shop,Ras Al Khor Industrial Third
CNT2134236147,2025-12-01,2909500,Labor Camp,Muhaisanah Second
CNT2131312752,2025-07-15,43000,1bed room+Hall,Al Nahda Second
CNT2130584877,2025-04-28,120000,Office,Business Bay
CNT2131224494,2025-06-01,4910977,Room in labor Camp,Muhaisanah Second
CNT2129823010,2025-02-23,85000,1bed room+Hall,Al Barsha South Fourth
CNT2133949085,2025-12-25,86328,2 bed rooms+hall,Jabal Ali First
CNT2129612465,2025-01-01,600000,Showroom,Al Goze Industrial First
CNT2132300640,2025-05-15,563185,Showroom with mezzanine,Al Karama
CNT2131354175,2025-06-20,35000,Studio,Wadi Al Safa 5
CRT2132630173,2025-06-15,129600,3 bed rooms+hall,Wadi Al Safa 3
CNT2132327461,2025-08-01,331200,Room in labor Camp,Al Goze Industrial First
CNT2130219248,2025-03-19,15000,Office,Business Bay
CRT2132812226,2025-09-01,72000,Office,Al Khabeesi
CNT2132812240,2025-09-29,20000,Office,Al Raffa
CNT2132056960,2025-07-30,15000,Office,Port Saeed
CRT2127491216,2025-01-01,5000000,4 bed rooms+hall,Dubai Investment Park Second
CNT2132581659,2025-09-10,20000,Office,Al Muteena
CNT2133044317,2025-08-05,3603600,Room in labor Camp,Jabal Ali Industrial First
CNT2127831028,2025-01-10,26000,Studio,Al Mararr
CNT2132019159,2025-07-30,62831,1bed room+Hall,Mankhool
CNT2132199708,2025-08-12,95000,2 bed rooms+hall,Al Satwa
CNT2131904721,2025-05-29,44800,1bed room+Hall,Al Nahda Second
CNT2132046567,2025-08-09,60000,1bed room+Hall,Al Barsha South Fourth
CNT2133551301,2025-12-06,277695,Workshop,Jabal Ali First
CNT2131505351,2025-07-01,60000,2 bed rooms+hall,Al Nahda First
CNT2127275118,2025-01-01,35000,Studio,Al Satwa
CNT2131099360,2025-05-04,258000,Room in labor Camp,Al Goze Industrial Second
CNT2133295035,2025-11-03,20000,Office,Al Khabeesi
CNT2134329306,2026-01-28,15000,Office,Trade Center Second
CNT2131284359,2025-07-01,80000,2 bed rooms+hall,Wadi Al Safa 5
CNT2132423831,2025-08-15,70000,1bed room+Hall,Nad Al Shiba First
CNT2131309751,2025-06-13,15000,Office,Al Goze Industrial Third
CNT2134024210,2026-01-01,42000,1bed room+Hall,Al Dhagaya
CNT2132290426,2025-08-01,57750,1bed room+Hall,Oud Metha
CNT2131895718,2025-08-13,70557,Warehouse,Jabal Ali Industrial First
CRT2130256786,2025-04-01,40000,Studio,Al Barsha South Fourth
CNT2126949193,2025-03-08,66000,2 bed rooms+hall,Al Warqa First
CNT2133939561,2026-01-06,15000,Office,Al Garhoud
CNT2133724935,2025-11-11,44000,1bed room+Hall,Al Mararr
CRT2129987866,2025-03-02,150448,2 bed rooms+hall,Nad Al Shiba First
CRT2131681356,2025-07-04,90000,2 bed rooms+hall,Al Hebiah Fourth
CNT2131366162,2025-06-01,45000,1bed room+Hall,Al Raffa
CNT2130461744,2025-05-20,75600,2 bed rooms+hall,Madinat Al Mataar
CRT2132106646,2025-08-15,42000,Studio,Al Yelayiss 2
CNT2130221247,2025-03-20,44000,1bed room+Hall,Al Warqa First
CRT2128048626,2025-01-13,50000,Studio,Al Merkadh
CNT2133697607,2025-11-25,225000,3 bed rooms+hall,Trade Center First
CNT2130516690,2025-03-15,40700,1bed room+Hall,Hor Al Anz
CNT2133416730,2025-11-08,20000,Shop,Al Murqabat
CNT2132420311,2025-06-06,32000,Studio,Al Warsan First
CNT2133723756,2025-12-04,20000,Office,Port Saeed
CNT2132139422,2025-01-01,1184400,Studio,Al Goze Industrial Third
CNT2130797489,2025-01-01,270000,Shop,Al Mararr
CNT2131508093,2025-06-24,15000,Office,Al Khabeesi
CNT2133620895,2025-11-20,30800,Studio,Wadi Al Safa 5
CRT2131003366,2025-04-01,40000,1bed room+Hall,Wadi Al Safa 2
CNT2132626384,2025-08-16,50000,1bed room+Hall,Wadi Al Safa 2
CNT2133719563,2025-12-01,33000,Office,Hor Al Anz East
CNT2133864315,2025-12-10,90000,2 bed rooms+hall,Al Murqabat
CNT2134167792,2025-12-15,273600,Room in labor Camp,Al Goze Industrial Second
CNT2131712832,2025-06-29,37000,Studio,Nadd Hessa
CNT2127981017,2025-01-01,300000,Warehouse,Al Goze Industrial Third
CNT2131803503,2025-07-17,46000,1bed room+Hall,Nadd Hessa
CRT2133713606,2025-12-03,142500,1bed room+Hall,Burj Khalifa
CNT2132413191,2025-09-05,15000,Office,Al Khabeesi
CNT2132013375,2025-07-26,75000,Office,Hor Al Anz East
CNT2129943679,2025-02-01,54000,2 bed rooms+hall,Al Warqa First
CNT2132048094,2025-08-01,33000,Studio,Al Warsan First
CNT2133555946,2025-11-01,3387678,Room in labor Camp,Jabal Ali Industrial First
CNT2133037391,2025-10-17,90000,2 bed rooms+hall,Oud Metha
CNT2131859725,2025-01-01,3500000,Hotel,Al Suq Al Kabeer
CNT2132770432,2026-07-01,45000,Shop,Al Mararr
CRT2132869718,2025-10-25,43000,Studio,Al Merkadh
CNT2130763788,2025-05-03,15000,Office,Hor Al Anz
CNT2130873911,2025-05-25,109250,2 bed rooms+hall,Mirdif
CNT2130697220,2025-03-01,27000,Room in labor Camp,Al Goze Industrial First
CRT2132325216,2025-08-20,50000,1bed room+Hall,Al Hebiah Fifth
CRT2130308100,2025-04-02,250000,3 bed rooms+hall,Hadaeq Sheikh Mohammed Bin Rashid
CNT2130192559,2025-03-01,172800,Room in labor Camp,Jabal Ali Industrial First
CNT2129372911,2025-03-04,190000,2 bed rooms+hall,Palm Jumeirah
CNT2128801954,2025-01-01,70000,3 bed rooms+hall,Al Nahda Second
CNT2131490075,2025-06-23,10000,Office,Mankhool
CNT2130291676,2025-03-25,707128,Shop,Hor Al Anz
CNT2133701773,2026-01-01,85714,Office,Me'Aisem First
CNT2132134340,2025-08-10,53000,1bed room+Hall,Al Garhoud
CNT2132417452,2025-08-13,65340,2 bed rooms+hall,Al Karama
CNT2130396404,2025-04-07,13000,Office,Mankhool
CNT2130917545,2025-01-16,4248720,Room in labor Camp,Al Goze Third
CNT2132530925,2025-11-15,88000,3 bed rooms+hall,Al Goze Industrial Second
CRT2129603276,2025-02-13,14955,Office,Hor Al Anz
CNT2132367817,2025-08-26,45000,1bed room+Hall,Hor Al Anz East
CNT2131706611,2025-07-05,54853,1bed room+Hall,Madinat Hind 4
CNT2131939629,2025-07-25,70180,1bed room+Hall,Trade Center First
CRT2133687896,2025-10-31,72500,2 bed rooms+hall,AL QUSAIS
CRT2130467626,2025-03-31,80000,1bed room+Hall,Business Bay
CNT2129918052,2025-02-14,50820,1bed room+Hall,Mirdif
CNT2131032574,2025-05-01,825000,Room in labor Camp,Al Goze Third
CRT2127907386,2025-01-01,186000,Shop,Naif
CNT2131120017,2025-05-01,158400,Room in labor Camp,Al Goze Industrial First
CNT2129451437,2025-02-12,8000,2 bed rooms+hall,Al Hamriya
CNT2132134884,2025-08-01,48000,1bed room+Hall,Warsan Fourth
CNT2133815573,2025-12-11,41234,1bed room+Hall,Warsan Fourth
CNT2132157384,2025-08-10,168500,Shop,Al Nahda First
CNT2131893184,2025-07-15,44628,1bed room+Hall,Al Nahda Second
CNT2133743936,2025-12-05,20000,Office,Dubai Investment Park First
CNT2133875278,2026-01-01,36000,Studio,Al Dhagaya
CRT2132627226,2025-09-15,55000,Studio,Al Barsha South Fourth
CNT2133883411,2025-12-16,350000,Studio,Al Barsha First
CNT2132667265,2025-09-17,15000,Office,Al Khabeesi
CNT2131712869,2025-07-04,15000,Office,Hor Al Anz
CNT2133485595,2025-10-25,140000,Warehouse,Al Goze Third
CNT2130078599,2025-03-10,90000,1bed room+Hall,Business Bay
CNT2134169833,2026-01-17,95000,2 bed rooms+hall,Al Barsha First
CNT2127640921,2025-01-08,15000,Office,Al Nahda First
CNT2130658619,2025-04-25,15000,Office,Al Khabeesi
CNT2133090905,2025-10-20,15000,Office,Business Bay
CRT2133581116,2025-03-25,43890,1bed room+Hall,Al Hebiah Fifth
CNT2133107551,2025-12-02,27500,Studio,Al Warsan First
CRT2133788046,2025-12-11,73000,1bed room+Hall,Al Barsha South Fourth
CNT2132923004,2025-10-10,95000,1bed room+Hall,Mankhool
CNT2128968755,2025-02-06,48000,1bed room+Hall,Al Nahda First
CNT2126458855,2025-01-05,69600,2 bed rooms+hall,Al Barsha First
CRT2131834905,2025-07-20,145000,3 bed rooms+hall,Wadi Al Safa 5
CNT2132543780,2025-12-01,275000,4 bed rooms+hall,Jumeirah Second
CNT2133279863,2025-11-01,78000,2 bed rooms+hall,Al Nahda Second
CRT2134308856,2026-02-23,80000,Studio,Burj Khalifa
CNT2132912185,2025-07-25,4441500,Room in labor Camp,Jabal Ali Industrial First
CNT2132376782,2025-08-29,170000,3 bed rooms+hall,Marsa Dubai
CNT2128134557,2025-01-18,55000,Office,Dubai Investment Park Second
CNT2130782598,2025-05-15,58000,2 bed rooms+hall,Al Nahda Second
CNT2133781566,2025-12-09,20000,Office,Trade Center First
CNT2130610607,2025-05-01,38000,Shop,Wadi Al Safa 5
CNT2129611146,2025-01-29,34939,1bed room+Hall,Al Warsan First
CNT2131232673,2025-03-01,80000,Room in labor Camp,Muhaisanah Second
CNT2134065952,2025-12-16,80000,Office,Al Garhoud
CNT2127259133,2025-01-01,67000,2 bed rooms+hall,Al Nahda Second
CNT2133078004,2025-10-18,20000,Office,Al Raffa
CNT2131326684,2025-04-01,288000,Shop,Al Suq Al Kabeer
CNT2127579052,2025-01-01,45000,1bed room+Hall,Madinat Dubai Almelaheyah
CRT2130831176,2025-01-01,76800,Labor Camp,Ras Al Khor Industrial Third
CNT2128467453,2025-03-29,180000,1bed room+Hall,Palm Jumeirah
CRT2127871336,2025-01-01,49000,Hotel,Al Hebiah Third
CNT2131950087,2025-07-23,10000,Office,Al Baraha
CNT2131744507,2025-07-16,48500,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2130236892,2025-03-20,15000,Office,Business Bay
CNT2128486898,2025-01-01,20000,Office,Al Mararr
CNT2132677816,2025-10-28,31350,Studio,Al Goze Industrial Second
CNT2131798836,2025-07-10,72000,1bed room+Hall,Al Barshaa South Third
CNT2133179030,2025-10-01,36000,Studio,Al Warsan First
CNT2133956369,2025-07-20,270000,Shop,Al Warsan First
CNT2133710004,2025-12-03,20000,Office,Hor Al Anz
CNT2131998233,2025-07-26,15000,Office,Al Khabeesi
CNT2133028824,2025-10-15,33000,Office,Dubai International Airport
CNT2128449960,2025-01-01,604800,Room in labor Camp,Jabal Ali Industrial First
CNT2128124831,2025-01-01,396000,Room in labor Camp,Al Goze Third
CNT2132563215,2025-09-09,20000,Office,Ras Al Khor Industrial Second
CRT2127680546,2025-01-10,320000,4 bed rooms+hall,Wadi Al Safa 5
CNT2130419257,2025-04-18,1348992,Room in labor Camp,Saih Shuaib 3
CNT2133778190,2025-12-08,40000,Office,Trade Center First
CNT2130660357,2025-01-01,113000,Warehouse,Al Goze Industrial Third
CNT2128554169,2025-02-12,107399,3 bed rooms+hall,Al Hudaiba
CNT2129118193,2025-03-01,100000,Office,Al Karama
CNT2132401767,2025-08-27,15000,Office,Al Murqabat
CNT2133570129,2025-12-03,294298,Shop,Al Warsan First
CNT2129805407,2025-01-11,72000,Room in labor Camp,Muhaisanah Second
CNT2130531263,2025-04-05,155172,Shop,Jabal Ali Industrial First
CNT2133536747,2025-11-22,45000,1bed room+Hall,Al Warqa First
CNT2132863968,2025-09-22,156975,5 bed rooms+hall,Nadd Hessa
CNT2129368550,2025-02-04,37000,1bed room+Hall,Warsan Fourth
CNT2127870166,2025-01-13,80000,Studio,Al Baraha
CNT2131317283,2025-06-15,30000,Office,Business Bay
CRT2129269006,2025-02-05,40000,Studio,Al Barsha South Fourth
CRT2130832856,2025-06-01,200000,2 bed rooms+hall,Al Wasl
CNT2133306713,2025-11-18,77700,2 bed rooms+hall,Al Karama
CNT2133837084,2025-12-12,15000,Office,Al Mararr
CNT2133698355,2025-05-15,8499998,Room in labor Camp,Al Goze Industrial Second
CNT2129850085,2025-03-09,52500,1bed room+Hall,Madinat Dubai Almelaheyah
CRT2132813636,2025-09-24,350001,Shop,Al Muteena
CNT2124893369,2025-01-01,60000,2 bed rooms+hall,Al Nahda First
CNT2133622629,2025-11-25,15000,Office,Al Goze Industrial First
CNT2132118167,2025-08-01,44500,1bed room+Hall,Al Qusais Industrial Second
CNT2129792544,2025-02-22,82000,2 bed rooms+hall,Wadi Al Safa 2
CNT2134285673,2026-01-17,15000,Office,Al Garhoud
CNT2132923607,2025-12-01,97000,2 bed rooms+hall,Trade Center Second
CNT2129184508,2025-02-20,38000,1bed room+Hall,Al Warqa First
