transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price
1-102-2025-35651,Sales,Sell - Pre registration,2025-04-29,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah First,The Chedi Private Residences,The Chedi Private Residences,Burj Al Arab,Dubai Internet City,Mall of the Emirates,3 B/R,1,528.69,12863019.0,24329.98
1-11-2024-13919,Sales,Sell,2024-04-24,Unit,Flat,Residential,Existing Properties,Business Bay,MAG 318,MAG 318,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,40.95,1060000.0,25885.23
1-102-2025-97826,Sales,Sell - Pre registration,2025-10-02,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Binghatti Skyblade,Binghatti Skyblade,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,35.08,1709999.0,48745.7
1-102-2024-10303,Sales,Sell - Pre registration,2024-02-21,Unit,Flat,Residential,Off-Plan Properties,Nad Al Shiba First,Azizi Park Avenue,Azizi Park Avenue ,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,65.37,930120.0,14228.55
1-11-2026-262,Sales,Sell,2026-01-05,Unit,Flat,Residential,Existing Properties,Burj Khalifa,WEST HEIGHTS 2,,Burj Khalifa,Business Bay Metro Station,Dubai Mall,2 B/R,1,164.25,2585000.0,15738.2
1-45-2025-1383,Sales,Sell Development,2025-09-11,Unit,Flat,Residential,Existing Properties,Dubai Investment Park First,SOUTH WEST APARTMENTS 8,,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,1 B/R,1,100.73,920000.0,9133.33
1-102-2025-78667,Sales,Sell - Pre registration,2025-08-21,Unit,Flat,Residential,Off-Plan Properties,Al Jadaf,Binghatti Ghost,Binghatti Ghost,,,,1 B/R,1,79.22,1849998.0,23352.67
1-102-2025-85580,Sales,Sell - Pre registration,2025-09-08,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Peace Lagoons II by Peace Homes,Peace Lagoons II by Peace Homes,IMG World Adventures,,,Studio,1,40.46,800000.0,19772.61
1-11-2025-7756,Sales,Sell,2025-02-25,Unit,Flat,Residential,Existing Properties,Business Bay,AYKON CITY (2) -TOWER C,AYKON CITY 2,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,75.41,1700000.0,22543.43
1-11-2025-18063,Sales,Sell,2025-05-01,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Belgravia III B,BELGRAVIA III,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,189.93,2320000.0,12215.03
1-11-2024-33769,Sales,Sell,2024-09-11,Unit,Flat,Residential,Existing Properties,Al Merkadh,AZIZI RIVIERA 47,Azizi Riviera 47,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,33.71,580000.0,17205.58
1-102-2025-77648,Sales,Sell - Pre registration,2025-08-20,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Rose Gardens 2,Rose Gardens 2,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,41.15,553668.0,13454.88
1-11-2024-11769,Sales,Sell,2024-04-01,Unit,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,PARK HEIGHTS II T2,PARK HEIGHTS II,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,59.96,1400000.0,23348.9
1-102-2024-2170,Sales,Sell - Pre registration,2024-01-15,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Bayline,Bayline,,,,1 B/R,1,75.65,1630888.0,21558.33
1-102-2025-38111,Sales,Sell - Pre registration,2025-05-06,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 5,,Haven By Aldar 2,,,,3 B/R,0,168.72,2727749.0,16167.31
1-102-2025-19706,Sales,Sell - Pre registration,2025-03-10,Unit,Flat,Residential,Off-Plan Properties,Bukadra,Skyscape Avenue,SKYSCAPE,,,,1 B/R,1,73.12,1947974.0,26640.78
1-41-2025-1223,Sales,Delayed Sell,2025-01-09,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BORA BORA 3,,,,,0,148.51,261960.0,1763.92
1-11-2024-2840,Sales,Sell,2024-01-26,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,JUMEIRAH BUSINESS CENTRE 1,JUMEIRAH BUSINESS CENTRE1,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,102.13,1103600.0,10805.84
1-11-2024-3625,Sales,Sell,2024-02-01,Unit,Flat,Residential,Existing Properties,Business Bay,THE BAY,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,73.97,1250000.0,16898.74
1-102-2025-124067,Sales,Sell - Pre registration,2025-12-05,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Terra Gardens - Building 2,Terra Gardens,,,,1 B/R,1,69.27,1585888.0,22894.3
1-102-2025-92623,Sales,Sell - Pre registration,2025-09-23,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Weybridge Gardens 2,Weybridge Gardens 2,IMG World Adventures,,,Studio,1,41.98,592826.0,14121.63
1-102-2024-92183,Sales,Sell - Pre registration,2024-10-31,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,AZIZI VENICE 7 - Building A,AZIZI VENICE 7,,,,Studio,1,31.66,649000.0,20499.05
1-102-2025-30057,Sales,Sell - Pre registration,2025-04-14,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,SERENIA DISTRICT - WEST,SERENIA DISTRICT - WEST,,,,2 B/R,1,128.02,3864000.0,30182.78
1-41-2024-24598,Sales,Delayed Sell,2024-12-18,Unit,Flat,Residential,Existing Properties,Al Barshaa South Second,BELLA ROSE,BELLA ROSE,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,62.7,830000.0,13237.64
1-102-2025-98027,Sales,Sell - Pre registration,2025-10-06,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,The Central Downtown-B,The central downtown ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,70.8,1214888.0,17159.44
1-102-2025-67958,Sales,Sell - Pre registration,2025-07-28,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Greenspoint,,,,3 B/R,0,172.5,3532888.0,20480.51
1-11-2024-6776,Sales,Sell,2024-02-27,Unit,Flat,Residential,Existing Properties,Warsan Fourth,ROKANE G24,,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,66.87,540000.0,8075.37
1-11-2025-407,Sales,Sell,2025-01-06,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 5,Etlala 2,,IMG World Adventures,,,2 B/R,1,112.29,1070000.0,9528.9
1-102-2024-55480,Sales,Sell - Pre registration,2024-09-02,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,SAMANA GOLF VIEWS,Samana Golf Views,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,37.89,695000.0,18342.57
1-102-2025-42445,Sales,Sell - Pre registration,2025-05-19,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Greenspoint,,,,4 B/R,0,298.03,4067888.0,13649.26
1-102-2024-81393,Sales,Sell - Pre registration,2024-10-04,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Golf Hillside,Golf Hillside,,,,1 B/R,1,69.32,1509888.0,21781.42
1-102-2025-133859,Sales,Sell - Pre registration,2025-12-29,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,SAAS HILLS,SAAS Hills,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,3 B/R,1,237.53,3499093.0,14731.17
1-41-2024-12143,Sales,Delayed Sell,2024-06-13,Land,,Other,Existing Properties,Al Hebiah Fourth,,Alaya,,,,,0,464.0,9200000.0,19827.59
1-102-2024-1947,Sales,Sell - Pre registration,2024-01-12,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Bayline,Bayline,,,,1 B/R,1,76.41,1645888.0,21540.22
1-11-2025-25028,Sales,Sell,2025-06-16,Unit,Flat,Residential,Existing Properties,Al Warsan First,P-15,,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,332000.0,7377.78
1-102-2024-14421,Sales,Sell - Pre registration,2024-03-08,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,SHERENA RESIDENCE 2,SHERENA RESIDENCE 2,IMG World Adventures,,,1 B/R,1,83.36,731315.0,8772.98
1-102-2025-131741,Sales,Sell - Pre registration,2025-12-24,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First,The Tranquil at Sobha Central,Sobha Central Phase II,Sports City Swimming Academy,Harbour Tower,Marina Mall,1 B/R,1,69.08,2148917.0,31107.66
1-102-2025-128176,Sales,Sell - Pre registration,2025-12-15,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Breez by Danube,Breez by Danube,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,Studio,1,36.73,1307580.0,35599.78
1-11-2024-46358,Sales,Sell,2024-12-16,Land,,Other,Existing Properties,Al Hebiah Fifth,,,Motor City,,,,0,625.13,1143942.0,1829.93
1-11-2024-366,Sales,Sell,2024-01-04,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 7,,Rukan 3,,,,1 B/R,0,56.47,730000.0,12927.22
1-102-2025-5057,Sales,Sell - Pre registration,2025-01-23,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Saria by Beyond,Saria,,,,1 B/R,1,77.03,1857000.0,24107.49
1-11-2024-33354,Sales,Sell,2024-09-06,Unit,Flat,Residential,Existing Properties,Al Khairan First,Creek Rise Tower 2,CREEK RISE ,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,102.88,2550000.0,24786.16
1-102-2024-37158,Sales,Sell - Pre registration,2024-05-28,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,JANNAT,JANNAT,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,36.27,577210.0,15914.25
1-11-2025-30410,Sales,Sell,2025-07-21,Unit,Flat,Residential,Existing Properties,Al Warsan First,OLIVZ RESIDENCE BLOCK 1,Olivz Residence,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,58.46,750000.0,12829.28
1-11-2025-4902,Sales,Sell,2025-02-06,Unit,Flat,Residential,Existing Properties,Al Yelayiss 2,UNA APARTMENTS B,UNA,Dubai Cycling Course,,,1 B/R,1,63.59,800000.0,12580.59
1-41-2025-29008,Sales,Delayed Sell,2025-11-10,Land,,Commercial,Existing Properties,Palm Deira,,Bay Villas - Dubai Islands,,,,,0,356.25,6893000.0,19348.77
1-102-2025-116082,Sales,Sell - Pre registration,2025-11-17,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,Franck Muller Yachting,Franck Muller Yachting,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,1 B/R,1,90.0,2298000.0,25533.33
1-102-2024-29296,Sales,Sell - Pre registration,2024-05-07,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Azure,Binghatti Azure,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,69.26,450000.0,6497.26
1-102-2025-69519,Sales,Sell - Pre registration,2025-09-03,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Rome 2 by SD,Rome 2 by SD,IMG World Adventures,,,2 B/R,1,108.95,2019529.0,18536.3
1-102-2025-63484,Sales,Sell - Pre registration,2025-07-17,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Binghatti Hillviews,Binghatti Hillviews,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,38.1,832000.0,21837.27
1-102-2025-84068,Sales,Sell - Pre registration,2025-09-03,Unit,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,Westar Altair,Westar Altair,Expo 2020 Site,,,1 B/R,1,69.75,788330.0,11302.22
1-102-2025-52695,Sales,Sell - Pre registration,2025-06-19,Unit,Flat,Residential,Off-Plan Properties,Warsan Fourth,Glorious Central Residences,Glorious Central Residences,,Rashidiya Metro Station,City Centre Mirdif,Studio,1,40.33,500000.0,12397.72
1-102-2025-13554,Sales,Sell - Pre registration,2025-02-20,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Starlight Park-Building - C,Starlight Park,IMG World Adventures,,,3 B/R,1,184.5,2718321.0,14733.45
1-102-2025-127784,Sales,Sell - Pre registration,2025-12-15,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,SINDBAD,LIVING LEGENDS PHASE 4,,,,Studio,1,72.32,437166.0,6044.88
1-102-2025-20277,Sales,Sell - Pre registration,2025-03-11,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Second,Azizi Mirage 1,Azizi Mirage 1,Motor City,Dubai Internet City,,Studio,1,30.04,467290.0,15555.59
1-110-2024-76,Sales,Lease to Own Registration,2024-02-09,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - PRIMROSE,,,,,0,425.5,3900000.0,9165.69
1-102-2024-75717,Sales,Sell - Pre registration,2024-09-25,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Parkland,Parkland,,,,2 B/R,1,115.41,3430888.0,29727.82
1-11-2025-2118,Sales,Sell,2025-01-20,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Binghatti Corner,Binghatti Corner,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,91.34,1420000.0,15546.31
1-41-2025-17087,Sales,Delayed Sell,2025-06-02,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - BALI 2,,,,,0,226.29,3256000.0,14388.62
1-102-2024-56180,Sales,Sell - Pre registration,2024-07-31,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,MERCER HOUSE - SOUTH TOWER,MERCER HOUSE,,,,2 B/R,1,131.94,3502828.0,26548.64
1-11-2025-13875,Sales,Sell,2025-04-08,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VICTORIA ,,,,,0,112.24,1440000.0,12829.65
1-102-2025-122524,Sales,Sell - Pre registration,2025-12-01,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,UH EAST BY ELLINGTON,UH EAST BY ELLINGTON,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,41.5,1055291.0,25428.7
1-102-2025-69414,Sales,Sell - Pre registration,2025-07-31,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Peninsula Four,Peninsula Four,Downtown Dubai,Business Bay Metro Station,Dubai Mall,3 B/R,1,179.91,4370000.0,24289.92
1-102-2025-86578,Sales,Sell - Pre registration,2025-09-10,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Samana Resorts - TOWER A,Samana Resorts,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,40.25,694980.0,17266.58
1-11-2025-48988,Sales,Sell,2025-11-21,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Blvd Heights T1,BLVD HEIGHTS,Burj Khalifa,Business Bay Metro Station,Dubai Mall,3 B/R,1,254.61,6940000.0,27257.37
1-102-2025-71084,Sales,Sell - Pre registration,2025-08-05,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Solis Tower B,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,104.6,2263079.0,21635.55
1-11-2025-20993,Sales,Sell,2025-05-20,Villa,,Residential,Existing Properties,Al Bada,,,,,,,0,232.26,2900000.0,12486.01
1-102-2024-7523,Sales,Sell - Pre registration,2024-02-07,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,THE ORCHARD PLACE - TOWER A,The Orchard Place,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,63.74,775500.0,12166.61
1-11-2025-10989,Sales,Sell,2025-03-17,Unit,Flat,Residential,Existing Properties,Al Warsan First,S-14,,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,335000.0,7528.09
1-11-2024-8588,Sales,Sell,2024-03-08,Unit,Flat,Residential,Existing Properties,Al Wasl,Citywalk Residential Building 19,"No.17, No.18a,No.18b and No.19 Citywalk Residential ",Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,95.51,2200000.0,23034.24
1-102-2025-113690,Sales,Sell - Pre registration,2025-11-10,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Binghatti Skyblade,Binghatti Skyblade,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,35.08,1704999.0,48603.16
1-102-2025-84916,Sales,Sell - Pre registration,2025-09-10,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Skyhills Residences - 1,Skyhills Residences,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,0,53.24,859777.0,16149.08
1-102-2025-73875,Sales,Sell - Pre registration,2025-08-12,Unit,Hotel Apartment,Hospitality ,Off-Plan Properties,Jabal Ali First,TALIA RESIDENCES,TALIA RESIDENCES,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1 B/R,1,72.35,985138.0,13616.28
1-102-2025-125888,Sales,Sell - Pre registration,2025-12-10,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,Rosewell,ROSEWELL,,,,1 B/R,1,56.75,1093888.0,19275.56
1-11-2024-7794,Sales,Sell,2024-03-04,Unit,Office,Commercial,Existing Properties,Business Bay,WESTBURRY TOWER 1,WESTBURRY TOWER,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,94.62,1350000.0,14267.6
1-102-2025-121779,Sales,Sell - Pre registration,2025-11-27,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,GRID,Rise by Athlon 3,,,,3 B/R,1,192.76,3121812.0,16195.33
1-102-2025-43413,Sales,Sell - Pre registration,2025-05-21,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,The Vybe,THE VYBE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,65.67,1150000.0,17511.8
1-11-2025-2276,Sales,Sell,2025-01-20,Unit,Office,Commercial,Existing Properties,Al Barsha South Fourth,Binghatti Emerald,Binghatti Emerald,Sports City Swimming Academy,Dubai Internet City,Marina Mall,,1,57.22,1000000.0,17476.41
1-41-2025-21583,Sales,Delayed Sell,2025-07-21,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 5,EDISON HOUSE,Edison House,IMG World Adventures,,,2 B/R,0,105.59,1030000.0,9754.71
1-41-2024-18283,Sales,Delayed Sell,2024-09-12,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 5,,Arabian Ranches lll - Ruba,Hamdan Sports Complex,,,4 B/R,0,250.05,4000000.0,15996.8
1-11-2025-19795,Sales,Sell,2025-05-12,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,Vida Residences 1 & 2 - The Hills,The Hills,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,117.84,2800000.0,23761.03
1-102-2024-9294,Sales,Sell - Pre registration,2024-02-16,Unit,Flat,Residential,Off-Plan Properties,Al Satwa,HYDE WALK RESIDENCE BY IMTIAZ,Hyde Walk Residence by Imtiaz ,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,1 B/R,1,87.31,1842030.0,21097.58
1-11-2024-19100,Sales,Sell,2024-05-29,Unit,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,PARK HEIGHTS II T2,PARK HEIGHTS II,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,59.95,1225000.0,20433.69
1-102-2024-60455,Sales,Sell - Pre registration,2024-08-13,Unit,Flat,Residential,Off-Plan Properties,Al Wasl,Verve City Walk Tower A,Verve City Walk,,,,1 B/R,1,77.41,2556000.0,33018.99
1-102-2025-19309,Sales,Sell - Pre registration,2025-03-10,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,South Bay 2,,,,4 B/R,0,369.6,3900000.0,10551.95
1-11-2025-10259,Sales,Sell,2025-03-11,Unit,Flat,Residential,Existing Properties,Al Warsan First,K-05,,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,400000.0,5970.15
1-11-2024-2395,Sales,Sell,2024-01-23,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 2,WAVEZ RESIDENCE,Wavez Residence,IMG World Adventures,,,Studio,1,37.79,410000.0,10849.43
1-11-2025-14190,Sales,Sell,2025-04-10,Unit,Office,Commercial,Existing Properties,Burj Khalifa,THE METROPOLIS,THE MERTOPOLIS,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,107.66,1145000.0,10635.33
1-41-2024-14188,Sales,Delayed Sell,2024-07-12,Unit,Flat,Residential,Existing Properties,Nad Al Shiba First,Azizi Gardens,Azizi Gardens,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,41.96,600000.0,14299.33
1-41-2024-2457,Sales,Delayed Sell,2024-02-02,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Eleganz 5 By Danube,,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,119.46,1759230.0,14726.52
1-102-2024-96994,Sales,Sell - Pre registration,2024-11-18,Unit,Flat,Residential,Off-Plan Properties,Nadd Hessa,OASIZ 2 by Danube,Oasiz 2 by Danube,IMG World Adventures,,,1 B/R,1,51.14,965000.0,18869.77
1-102-2025-22558,Sales,Sell - Pre registration,2025-03-19,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,Skyhills Residences - 1,Skyhills Residences,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,63.75,1020777.0,16012.19
1-102-2025-61147,Sales,Sell - Pre registration,2025-07-11,Unit,Flat,Residential,Off-Plan Properties,Bukadra,Skyvue Spectra,Skyvue,,,,2 B/R,1,107.65,2954787.0,27448.09
1-110-2025-627,Sales,Lease to Own Registration,2025-09-08,Unit,Flat,Residential,Existing Properties,Business Bay,ZADA TOWER,ZADA TOWER,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,43.55,950000.0,21814.01
1-102-2024-1973,Sales,Sell - Pre registration,2024-01-16,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 4,,California Village,,,,3 B/R,0,232.65,2450000.0,10530.84
1-102-2025-34262,Sales,Sell - Pre registration,2025-04-24,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,ONE SKY PARK BY IMAN,ONE SKY PARK BY IMAN,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,141.02,1743493.0,12363.44
1-11-2024-19924,Sales,Sell,2024-06-03,Unit,Flat,Residential,Existing Properties,Burj Khalifa,ZAAFARAN 2,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,117.99,3075000.0,26061.53
1-110-2025-687,Sales,Lease to Own Registration,2025-09-29,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Dusk by Binghatti,Dusk by Binghatti,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,45.15,1026998.0,22746.37
1-102-2025-101259,Sales,Sell - Pre registration,2025-10-10,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Binghatti Aquarise - TOWER B,Binghatti Aquarise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,39.58,1065100.0,26910.06
1-102-2024-84236,Sales,Sell - Pre registration,2024-10-10,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Greenridge,,,,4 B/R,0,367.61,3636670.0,9892.74
1-41-2024-23492,Sales,Delayed Sell,2024-12-02,Land,,Residential,Existing Properties,Al Merkadh,,"Mohammed Bin Rashid Al Maktoum City District One, B Villas",,,,,0,700.0,17900000.0,25571.43
1-41-2024-1708,Sales,Delayed Sell,2024-01-24,Land,,Commercial,Existing Properties,Madinat Hind 4,,DAMAC HILLS (2) - VERONA,,,,,0,188.89,2077600.0,10998.99
1-102-2024-78071,Sales,Sell - Pre registration,2024-09-27,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,ONE PARK CENTRAL BY IMAN,ONE PARK CENTRAL BY IMAN,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,36.24,732729.0,20218.79
1-102-2024-75188,Sales,Sell - Pre registration,2024-09-23,Villa,Villa,Residential,Off-Plan Properties,Dubai Investment Park Second,,DAMAC RIVERSIDE - IVY,,,,4 B/R,0,144.17,2477000.0,17181.11
1-11-2024-15839,Sales,Sell,2024-06-03,Unit,Flat,Residential,Existing Properties,Business Bay,BAYZ TOWER,Bayz Tower,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,43.51,683079.0,15699.36
1-102-2024-62384,Sales,Sell - Pre registration,2024-08-19,Villa,Villa,Residential,Off-Plan Properties,Al Yufrah 1,,The Valley - Venera,,,,4 B/R,0,386.34,3353888.0,8681.18
1-102-2024-61841,Sales,Sell - Pre registration,2024-08-16,Unit,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,MAR CASA,MAR CASA,Burj Khalifa,Al Ghubaiba Metro Station,Dubai Mall,2 B/R,1,110.4,2128982.0,19284.26
1-102-2024-79751,Sales,Sell - Pre registration,2024-10-03,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,,,,Studio,1,39.08,660932.0,16912.29
1-41-2025-4970,Sales,Delayed Sell,2025-01-30,Unit,Flat,Residential,Existing Properties,Al Khairan First,Creekside 18 A,CREEKSIDE 18,Dubai International Airport,Creek Metro Station,City Centre Mirdif,3 B/R,1,245.35,7350000.0,29957.2
1-102-2024-26906,Sales,Sell - Pre registration,2024-04-29,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Palace Beach Residence Tower 2,Palace Beach Residence,,,,3 B/R,1,180.58,6950000.0,38487.1
1-102-2025-72839,Sales,Sell - Pre registration,2025-08-11,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah First,Sobha Orbis Tower B,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,50.65,1022231.0,20182.25
1-11-2025-655,Sales,Sell,2025-01-08,Villa,Villa,Residential,Existing Properties,Jabal Ali First,,,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,4 B/R,0,172.36,3500000.0,20306.34
1-102-2024-73539,Sales,Sell - Pre registration,2024-09-19,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,MAISON ELYSEE I,Maison Elysee I,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,37.07,656502.0,17709.79
1-41-2024-11143,Sales,Delayed Sell,2024-06-05,Unit,Flat,Residential,Existing Properties,Business Bay,UPSIDE LIVING,UPSIDE Living,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,53.69,1913888.0,35647.01
1-11-2025-53155,Sales,Sell,2025-12-18,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Murjan 3,,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,248.31,3900000.0,15706.17
