contract_id,contract_start_date,annual_rent,rooms,area_name
CNT2132218560,2025-08-01,71400,1,Al Barsha South Fourth
CNT2134059320,2026-01-01,49500,1,Naif
CNT2131654142,2025-02-01,34000,Studio,Jabal Ali First
CNT2130545473,2025-04-17,15000,Office,Al Garhoud
CNT2132963468,2025-11-01,101069,Shop,Palm Jumeirah
CNT2130425700,2025-01-10,86400,Warehouse,Dubai Investment Park Second
CRT2133938816,2025-11-30,32500,Studio,Al Warsan First
CNT2130216593,2025-03-19,15000,Office,Burj Khalifa
CNT2134215827,2026-01-13,15000,Office,Al Khabeesi
CNT2130874755,2025-05-18,65000,Studio,Al Thanyah Fifth
CNT2130515407,2025-03-16,88000,Warehouse,Ras Al Khor Industrial Second
CNT2130900226,2025-04-15,57200,1,Al Hudaiba
CNT2132869310,2025-08-01,52500,1,Jabal Ali First
CNT2131676220,2025-07-02,6000,Room in labor camp,Jabal Ali Industrial First
CNT2130894251,2025-03-12,28114,Studio,Dubai Investment Park First
CNT2133135116,2025-10-22,6000,Room in labor camp,Jabal Ali Industrial First
CNT2132669446,2025-07-01,42048,1,Dubai Investment Park Second
CNT2134116888,2026-01-06,20000,Office,Business Bay
CNT2130116026,2025-03-11,15000,Office,Trade Center Second
CNT2128737351,2025-01-29,15000,Office,Dubai Investment Park First
CNT2133656154,2025-11-30,42680,2,Al Nahda Second
CNT2132999310,2025-09-22,132000,Room in labor camp,Al Goze Industrial First
CNT2133272748,2025-10-16,96000,Office,Burj Khalifa
CNT2132510193,2025-10-01,78750,2,Al Garhoud
CNT2133786080,2025-12-20,172000,Office,Business Bay
CNT2131371896,2025-06-18,15000,Office,Al Khabeesi
CRT2130213916,2025-02-11,68658,Office,Al Thanyah Fifth
CRT2131298186,2025-06-12,32000,Studio,Al Warsan First
CNT2132647654,2025-09-18,46500,1,Nad Al Hamar
CNT2132244293,2025-08-16,85000,2,Al Nahda Second
CNT2130882613,2025-05-26,45000,1,Al Goze Industrial Second
CNT2134327637,2026-01-20,40000,1,Al Warsan First
CNT2131260024,2025-07-26,68250,2,Al Mamzer
CNT2130603770,2025-06-07,55000,2,Al Nahda First
CRT2133136926,2025-10-22,35000,1,Abu Hail
CNT2127420305,2025-01-04,20000,Office,Port Saeed
CNT2130127749,2025-03-12,55000,2,Al Nahda Second
CNT2131707072,2025-07-06,81000,2,Al Hebiah Fourth
CNT2129945862,2025-02-26,15000,Office,Al Murqabat
CNT2133467932,2025-11-13,77000,1,Business Bay
CNT2134044306,2026-01-01,47000,Studio,Jabal Ali First
CNT2133002278,2025-10-15,100900,Office,Al Thanyah First
CRT2132748581,2025-10-01,68000,1,Al Yelayiss 2
CNT2131022853,2025-06-01,42000,1,Nad Al Hamar
CRT2127677076,2025-01-01,177000,Warehouse,Um Ramool
CNT2132719313,2025-09-22,10000,Office,Al Garhoud
CRT2133344316,2025-10-22,140000,2,Burj Khalifa
CNT2127545662,2025-01-05,72000,1,Al Barsha South Fourth
CNT2132780831,2025-09-25,15000,Office,Business Bay
CNT2132750038,2025-09-09,25000,Factory,Jabal Ali Industrial First
CNT2130098791,2025-03-20,110000,2,Al Barsha South Third
CNT2131673611,2025-07-01,42000,Studio,Me'Aisem First
CRT2131492446,2025-07-06,95000,2,Al Barsha South Third
CNT2132230630,2025-08-17,55000,1,Al Hebiah Fourth
CNT2133708223,2025-11-30,68700,3,Al Warqa First
CNT2132042213,2025-07-25,78500,2,Jumeirah First
CNT2128958313,2025-02-03,15000,Office,Al Baraha
CNT2133290703,2025-12-04,38572,Studio,Jabal Ali First
CNT2130680888,2025-04-28,18000,Office,Mankhool
CNT2134278302,2026-01-15,110000,2,Al Barsha First
CNT2131878608,2025-07-17,15000,Office,Al Murqabat
CNT2130774659,2025-05-26,86676,3,Hessyan First
CNT2133445607,2025-09-20,65000,1,Al Nahda First
CNT2134194764,2026-01-12,18000,Office,Business Bay
CNT2126703005,2025-01-01,71610,1,Business Bay
CNT2134103925,2025-01-01,45500,1,Al Suq Al Kabeer
CNT2133405949,2025-11-01,100000,2,Al Barsha First
CNT2130638770,2025-04-24,15000,Office,Burj Khalifa
CNT2133964852,2025-12-15,69300,2,Al Satwa
CNT2131675697,2025-07-02,15000,Office,Saih Shuaib 2
CNT2133760845,2026-01-01,69300,3,Hor Al Anz East
CNT2133343324,2025-11-22,22176,Studio,Al Baraha
CRT2133102246,2025-10-15,112500,1,Burj Khalifa
CNT2130830267,2025-05-08,15000,Office,Burj Khalifa
CNT2127630784,2025-01-01,43560,1,Al Nahda Second
CNT2132138485,2025-08-06,15000,Office,Al Mararr
CNT2132283970,2025-08-01,95000,Shop,Al Suq Al Kabeer
CNT2132010594,2025-07-28,15000,Office,Al Baraha
CNT2133086849,2025-10-30,29000,Office,Nad Hessa
CRT2133718856,2025-12-04,55000,Studio,Al Merkadh
CNT2129181945,2025-02-08,82868,2,Oud Metha
CNT2132518493,2025-09-04,15000,Office,Al Khabeesi
CNT2132660199,2025-09-14,150000,3,Al Yelayiss 2
CNT2131821083,2025-07-10,48300,1,Al Mamzer
CNT2130955196,2025-05-17,20000,Office,Saih Shuaib 2
CNT2131988155,2025-07-15,41500,Office,Al Hamriya Port
CNT2133680959,2025-06-12,44000,1,Al Nahda Second
CNT2129901769,2025-04-05,50400,Office,Port Saeed
CNT2128543522,2025-02-10,130000,Shop,Eyal Nasser
CNT2134026090,2025-05-01,42000,Room in labor camp,Muhaisanah Second
CNT2128508400,2025-02-01,93000,Shop,Al Mararr
CRT2132917086,2025-11-13,173250,2,Palm Jumeirah
CNT2130002455,2025-03-01,39900,1,Al Suq Al Kabeer
CNT2133987216,2025-12-22,185000,Office,Al Goze First
CNT2128118936,2025-01-17,15000,Office,Al Nahda First
CNT2130421580,2025-04-20,55000,Shop,Al Suq Al Kabeer
CNT2134190094,2026-01-05,47900,1,Nad Hessa
CNT2133128815,2025-11-21,34939,1,Al Warsan First
CNT2134003773,2025-12-15,44100,Studio,Al Rega
CRT2131975556,2025-07-24,40000,2,Hor Al Anz
CNT2130705260,2025-04-30,48500,2,Al Nahda Second
CRT2128484516,2025-02-01,36000,Studio,Al Barsha South Fourth
CRT2131528860,2025-06-10,145000,3,Wadi Al Safa 5
CNT2130499544,2025-04-15,20000,Office,Hor Al Anz
CRT2128556776,2025-02-01,85000,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2132244867,2025-08-11,104738,2,Business Bay
CNT2130893987,2025-05-11,31000,Studio,Al Nahda Second
CRT2130973420,2025-05-21,135600,3,Al Yelayiss 1
CNT2129448958,2025-02-15,58000,1,Wadi Al Safa 5
CNT2132393588,2025-08-15,30000,1,Al Warsan First
CRT2129444332,2025-02-12,165000,2,Al Merkadh
CNT2130483662,2025-04-14,10000,Shop,Dubai Investment Park Second
CNT2132426059,2025-08-28,20000,Office,Dubai Investment Park First
CNT2132539485,2025-09-02,165000,2,Trade Center First
CNT2131956539,2025-07-01,57200,1,Al Muteena
CNT2130308646,2025-04-08,77000,2,Wadi Al Safa 2
CNT2134067191,2026-02-20,90000,2,Mirdif
CNT2133965162,2026-01-01,75000,2,Al Bada
CNT2133235539,2025-10-05,95000,2,Al Barsha First
CRT2132846956,2025-09-20,38115,Studio,Al Goze Fourth
CRT2132670636,2025-09-01,36000,1,Al Warsan First
CNT2131393461,2025-06-20,85000,1,Al Barsha South Fourth
CRT2129256286,2025-02-20,37000,1,Warsan Fourth
CNT2132582117,2025-04-01,45000,Studio,Al Suq Al Kabeer
CNT2130073061,2025-03-07,15000,Office,Al Goze Third
CNT2125260982,2025-01-01,111458,Shop,Al Bada
CNT2130419466,2025-04-07,90000,2,Al Jadaf
CNT2132953247,2025-10-06,36000,Room in labor camp,Al Goze Third
CNT2132454307,2025-09-01,33000,Studio,Warsan Fourth
CNT2130528366,2025-04-15,180000,3,Nad Hessa
CNT2133138783,2025-11-24,77000,1,Trade Center Second
CNT2133486773,2025-11-14,20000,Office,Trade Center First
CNT2125545010,2025-01-01,42000,1,Al Kheeran
CNT2132306241,2025-08-19,66203,2,Al Yelayiss 2
CRT2132792374,2025-10-01,36500,Studio,Al Hebiah Third
CNT2133652581,2025-11-27,15000,Office,Business Bay
CRT2133733611,2025-06-01,140000,2,Al Merkadh
CRT2134138356,2026-01-10,62000,Studio,Al Thanyah First
CNT2133427007,2025-11-10,145530,3,Al Bada
CNT2133129286,2025-10-28,35000,Studio,Al Qusais
CRT2129758426,2025-02-01,170000,3,Madinat Al Mataar
CNT2134273693,2026-01-16,15000,Office,Al Murqabat
CNT2132935469,2025-10-07,15000,Office,Business Bay
CNT2133401903,2025-11-01,33800,Studio,Al Suq Al Kabeer
CNT2134267702,2026-01-16,50000,Office,Al Hebiah First
CNT2132714170,2025-09-20,18000,Office,Al Nahda Second
CRT2132813096,2025-10-01,47000,Studio,Al Barsha South Fourth
CRT2132622306,2025-09-15,170000,3,Al Hebiah Third
CRT2128064176,2025-01-16,60000,Studio,Al Barsha South Fourth
CNT2131066550,2025-05-01,92500,Shop,Hor Al Anz East
CNT2130059859,2025-03-06,108000,Room in labor camp,Al Goze Third
CNT2129443801,2025-02-15,96750,2,Al Satwa
CNT2131820578,2025-07-15,47500,1,Al Raffa
CNT2131033969,2025-06-01,58000,3,Al Twar Fifth
CNT2131699948,2025-05-01,40000,Shop,Al Warsan First
CRT2133992966,2025-12-29,120000,Office,Business Bay
CNT2134052463,2025-12-05,30000,Studio,Muhaisanah Fourth
CRT2133583476,2025-11-07,170000,2,Al Barsha South Fourth
CNT2129263182,2025-01-23,20000,Office,Mankhool
CNT2133874838,2025-12-20,60000,Office,Business Bay
CNT2134063082,2025-12-20,90000,2,Al Barsha South Third
CNT2130977443,2025-05-19,20000,Office,Al Hamriya
CNT2132726939,2025-09-22,54000,Studio,Wadi Al Safa 7
CNT2129051706,2025-01-01,120000,2,Al Muteena
CNT2133867127,2025-12-28,70350,1,Al Jadaf
CNT2133643760,2025-11-26,15000,Office,Saih Shuaib 3
CNT2131050587,2025-05-30,60259,2,Al Karama
CNT2126901299,2025-01-01,47848,Office,Al Suq Al Kabeer
CNT2132569382,2025-09-01,52000,Shop,Al Suq Al Kabeer
CRT2133968106,2025-12-25,170000,2,Hadaeq Sheikh Mohammed Bin Rashid
CNT2131080845,2025-05-27,20000,Office,Oud Metha
CNT2133555598,2025-11-19,15000,Office,Al Khabeesi
CNT2131197856,2025-06-03,37000,2,Hor Al Anz
CNT2127945204,2025-01-14,15000,Office,Burj Khalifa
CNT2130523986,2025-02-15,53000,1,Al Muteena
CNT2130968841,2025-05-19,15000,Office,Business Bay
CRT2132149196,2025-08-01,78500,3,Madinat Hind 4
CNT2131523397,2025-07-01,70000,1,Al Barsha South Fourth
CNT2131316737,2025-07-05,150000,3,Wadi Al Safa 5
CNT2133894421,2026-01-16,59000,1,Business Bay
CNT2130770774,2025-01-15,136450,Shop,Dubai Investment Park Second
CNT2133670161,2025-11-01,42000,1,Mankhool
CNT2129999826,2025-03-03,15000,Office,Al Goze Industrial First
CNT2132240654,2025-08-13,15000,Office,Dubai Investment Park Second
CNT2126823405,2025-01-01,24000,1,Al Qusais
CRT2130519346,2025-04-02,100000,Office,Al Thanyah Fifth
CNT2132573320,2025-10-25,118800,Office,Um Hurair First
CNT2129972550,2025-02-28,20000,Office,Port Saeed
CNT2127782001,2025-01-17,105000,1,Marsa Dubai
CRT2132824506,2025-10-01,73000,1,Al Barsha South Fourth
CNT2131992298,2025-09-10,57750,2,Al Nahda First
CNT2130727606,2025-05-13,40000,Studio,Business Bay
CNT2133948060,2025-12-24,32000,Studio,Al Warsan First
CNT2132006386,2025-07-01,75000,3,Al Qusais
CNT2130500239,2025-04-06,131609,Office,Al Thanyah First
CNT2126563724,2025-01-05,64277,2,Nad Al Hamar
CNT2131280912,2025-06-11,15000,Office,Al Baraha
CNT2132068720,2025-07-10,60500,Studio,Marsa Dubai
CNT2129992463,2025-02-20,123000,2,Al Satwa
CNT2131788321,2025-07-10,15000,Office,Saih Shuaib 2
CNT2133035175,2025-10-18,146000,3,Madinat Dubai Almelaheyah
CNT2130648361,2025-03-01,75600,Room in labor camp,Al Goze Industrial Second
CNT2131829303,2025-07-11,70000,2,Al Karama
CNT2131782345,2025-10-19,34500,Studio,Jabal Ali Industrial First
CRT2132581286,2025-09-15,150000,1,Burj Khalifa
CNT2132850117,2025-10-01,38000,Studio,Madinat Al Mataar
CNT2133543936,2025-10-20,130000,4,Mirdif
CNT2130098559,2025-03-05,35500,1,Al Warqa First
CNT2132821987,2025-10-01,142000,3,Al Garhoud
CNT2128311165,2025-01-01,90000,3,Oud Metha
CNT2131962716,2025-07-25,24000,Studio,Al Baraha
CRT2130364016,2025-04-05,85000,1,Al Khairan First
CNT2132855647,2025-09-26,33000,Studio,Me'Aisem First
CNT2132403083,2025-08-30,60638,2,Al Nahda First
CRT2132748806,2025-10-01,50000,Studio,Al Merkadh
CNT2131062985,2025-05-26,20000,Office,Port Saeed
CNT2134218704,2026-01-13,17000,Office,Al Baraha
CRT2132977566,2025-10-10,105000,1,Al Merkadh
CNT2133922157,2025-12-22,57500,2,Al Mamzer
CNT2130460119,2025-04-17,57000,2,Al Goze Industrial Second
CNT2133498180,2025-11-15,69000,1,Jabal Ali First
CNT2133726703,2025-12-04,20000,Office,Hor Al Anz
CNT2131690829,2025-07-02,55000,2,Al Nahda First
CNT2134307107,2026-01-15,50000,1,Oud Metha
CNT2132036971,2025-01-01,93564,Shop,Hor Al Anz
CNT2133035501,2025-07-20,50000,1,Al Qusais Industrial Third
CRT2134206136,2026-01-11,180000,4,Al Hebiah Fifth
CNT2134230378,2026-01-01,107955,Showroom,Dubai International Airport
CNT2133823570,2025-12-11,15000,Office,Al Barsha First
CNT2126554792,2025-01-28,92000,1,Trade Center First
CNT2130634759,2025-04-20,76000,2,Mankhool
CNT2131829945,2025-08-01,33871,1,Al Warsan First
CNT2134013621,2026-02-01,130000,2,Al Karama
CNT2132461708,2025-10-15,42735,1,Al Nahda First
CRT2132877016,2025-09-20,95000,3,Madinat Hind 4
CNT2131712422,2025-07-05,66000,1,Al Karama
CNT2130158689,2025-03-14,15000,Office,Al Khabeesi
CNT2132675339,2025-09-17,12000,Office,Al Safouh Second
CNT2133268015,2025-10-01,40000,Studio,Al Barsha South Fourth
CNT2134319137,2026-01-15,65000,Studio,Marsa Dubai
CNT2127681159,2025-01-09,20000,Office,Al Goze Industrial First
CNT2133913907,2025-12-19,42500,1,Al Warsan First
CNT2130402113,2025-04-20,38000,Studio,Wadi Al Safa 2
CNT2131772902,2025-07-15,86000,3,Nad Hessa
CNT2132448906,2025-09-10,155000,3,Al Hebiah Sixth
CNT2130304486,2025-03-27,10000,Office,Al Mizhar First
CNT2133228851,2025-10-15,55224,1,Al Thanyah First
CNT2133757418,2025-11-03,50000,1,Al Hamriya
CNT2131417834,2025-07-01,42000,Studio,Al Warqa First
CNT2132870519,2025-09-22,142000,Office,Business Bay
CNT2132899539,2025-10-04,90000,1,Nad Al Shiba First
CRT2133594276,2025-12-15,114222,3,Al Yelayiss 2
CNT2130826928,2025-05-20,38400,Room in labor camp,Al Goze Industrial Second
CNT2133741568,2025-12-05,20000,Office,Hor Al Anz
CRT2134331866,2026-01-21,40000,Office,Al Thanyah Fifth
CRT2130931942,2025-04-19,96000,1,Al Thanyah Third
CNT2130407862,2025-06-20,101200,4,Madinat Hind 4
CRT2130574296,2025-04-19,15000,Studio,Hor Al Anz
CNT2131658877,2025-07-01,10000,Office,Al Mararr
CRT2132903956,2025-10-06,90000,1,Al Thanyah Fifth
CNT2133940197,2026-02-12,148500,4,Wadi Al Safa 7
CNT2129181458,2025-02-01,145000,Warehouse,Al Goze Industrial Fourth
CNT2133137756,2025-10-22,20000,Office,Jabal Ali Industrial First
CNT2130285300,2025-03-25,15000,Office,Al Goze First
CNT2131528281,2025-09-01,62000,2,Al Nahda First
CNT2132636132,2025-08-25,36000,Room in labor camp,Jabal Ali Industrial First
CNT2133274418,2025-09-20,80000,2,Al Karama
CNT2133622297,2025-11-25,20000,Office,Al Muteena
CNT2133649331,2025-12-01,50000,Office,Al Qusais Industrial Second
CNT2132448049,2025-04-01,48400,1,Jumeirah First
CNT2130280365,2025-03-01,44467,1,Al Suq Al Kabeer
CNT2127830369,2025-01-10,38500,1,Al Qusais
CNT2130784862,2025-05-01,176400,3,Al Safouh Second
CNT2130107785,2025-03-01,36000,Studio,Dubai Investment Park First
CRT2133556096,2025-11-17,100000,2,Al Barsha South Fourth
CNT2131054430,2026-03-15,172150,Warehouse,Al Khabeesi
CRT2132491106,2025-09-10,82000,1,Al Barsha South Fourth
CRT2134034116,2025-05-15,30000,1,Al Baraha
CRT2134076846,2025-12-15,34304,1,Al Warsan First
CNT2133003466,2025-11-01,90000,Shop,Al Suq Al Kabeer
CRT2132545646,2025-09-08,85000,1,Hadaeq Sheikh Mohammed Bin Rashid
CNT2133516599,2025-11-10,54600,2,Al Goze Industrial Second
CNT2133464767,2025-11-12,15000,Office,Business Bay
CNT2127466022,2025-02-15,60000,2,Al Warqa First
CRT2129773166,2025-02-24,66000,Office,Business Bay
CNT2132220917,2025-08-15,126000,3,Madinat Al Mataar
CNT2132436108,2025-09-01,75000,1,Al Satwa
CNT2130342739,2025-04-11,58000,2,Hessyan First
CNT2131713727,2025-07-12,45999,Studio,Jabal Ali First
CNT2131534804,2025-06-10,45000,Shop,Al Warsan First
CNT2132118598,2025-06-30,61500,1,Al Hudaiba
CNT2133763850,2025-12-08,20000,Office,Dubai Investment Park First
CNT2130232867,2025-04-01,95000,2,Al Murqabat
CNT2131403689,2025-07-13,46262,1,Al Hebiah Fifth
CNT2128728867,2025-03-01,69300,2,Al Karama
CRT2133853442,2025-12-15,50000,1,Warsan Fourth
CNT2131058235,2025-06-01,40500,1,Naif
CNT2133832007,2025-12-20,90999,2,Jabal Ali First
CNT2126887245,2025-01-01,50000,1,Muhaisanah Fourth
CNT2131273774,2025-07-01,32000,Studio,Al Suq Al Kabeer
CNT2132556006,2025-09-15,62600,2,Nad Al Hamar
CNT2133998204,2025-07-25,75000,Shop,Al Goze Industrial Third
CNT2134223519,2026-01-13,15000,Office,Burj Khalifa
CNT2134095268,2025-12-04,35000,Office,Al Karama
CRT2132424106,2025-08-15,120000,1,Eyal Nasser
CNT2129855548,2025-02-18,38000,Studio,Al Suq Al Kabeer
CNT2128490773,2025-01-26,70000,1,Al Barsha First
CNT2131940714,2025-07-10,27000,1,Eyal Nasser
CNT2134214126,2026-01-14,40000,1,Al Warsan First
CNT2131567623,2025-06-18,71400,2,Mirdif
CNT2129459901,2025-02-11,95000,Studio,Business Bay
CNT2132615884,2025-09-13,14000,Office,Mankhool
CNT2131952237,2025-10-06,85800,2,Al Hamriya
CNT2131074448,2025-05-25,43000,Studio,Jabal Ali First
CNT2125896682,2025-01-01,38587,1,Warsan Fourth
CNT2128705036,2025-01-29,15000,Office,Al Nahda First
CNT2132698132,2025-08-01,94500,Office,Ras Al Khor Industrial First
CNT2133880093,2025-12-22,155000,3,Al Yufrah 1
CNT2130972398,2025-05-10,44100,2,Al Qusais
CNT2128107190,2025-01-01,55000,Shop,Naif
CNT2132014768,2025-07-28,15000,Office,Al Mararr
CNT2131989617,2025-07-20,61020,Room in labor camp,Saih Shuaib 2
CNT2129837641,2025-02-09,50600,1,Jabal Ali First
CNT2133548981,2025-11-25,92400,2,Al Barsha First
CNT2129819595,2025-02-20,73000,1,Al Murqabat
CNT2133564852,2025-11-20,20000,Office,Al Murqabat
CNT2132924985,2025-09-25,72000,1,Al Barsha First
CNT2130925732,2025-05-20,110000,Shop,Eyal Nasser
CRT2131653566,2025-06-16,78000,2,Al Hebiah Fourth
CNT2133731383,2025-11-10,50500,2,Warsan Fourth
CNT2130062662,2025-03-06,15000,Office,Hor Al Anz
CNT2130858363,2025-05-05,55000,Office,Mankhool
CNT2132235273,2025-06-22,51600,Room in labor camp,Al Goze Industrial Second
CNT2130249201,2025-02-10,52000,Studio,Al Murqabat
CNT2132349505,2025-08-26,73000,1,Al Murqabat
CNT2133013791,2025-10-14,20000,Office,Saih Shuaib 2
CNT2133061470,2025-10-21,64999,1,Jabal Ali First
CRT2132488906,2025-09-02,100000,Office,Al Thanyah First
CNT2132814523,2025-11-01,75000,1,Al Barsha First
CNT2130694567,2025-05-01,21505,Studio,Al Baraha
CNT2129256840,2025-02-06,40000,Studio,Al Barsha South Fourth
CNT2130854667,2025-03-05,33880,1,Al Mararr
CNT2131676958,2025-07-02,15000,Office,Hor Al Anz
CNT2127134322,2025-01-10,42999,2,Muhaisanah Fourth
CNT2130569013,2025-04-10,46769,1,Al Suq Al Kabeer
CNT2131918454,2025-08-25,54600,2,Al Goze Industrial Second
CNT2133910746,2026-01-05,91508,3,Mirdif
CNT2132493667,2025-09-03,15000,Office,Business Bay
CNT2128566405,2025-01-25,60000,Studio,Al Barsha South Fourth
CNT2133279249,2025-10-07,43000,Shop,Naif
CNT2130153513,2025-03-12,42000,Shop,Al Warsan First
CNT2133584445,2025-11-06,45000,2,Al Qusais Industrial First
CNT2134177804,2026-01-01,120000,Warehouse,Al Goze Industrial Fourth
CNT2132968588,2025-10-10,132000,3,Al Wasl
CNT2131869667,2025-07-22,105000,3,Madinat Dubai Almelaheyah
CRT2132402319,2025-09-07,73000,1,Al Hebiah Third
CNT2134275354,2026-01-20,41234,1,Warsan Fourth
CNT2133410316,2025-11-07,20000,Office,Al Mararr
CRT2133292076,2025-10-12,161700,2,Al Khairan First
CNT2129440410,2025-03-01,48000,Studio,Al Hamriya
CNT2134192485,2025-05-08,20000,Office,Al Khabeesi
CNT2132615042,2025-09-15,47000,1,Me'Aisem First
CNT2132957259,2025-10-01,47420,1,Wadi Al Safa 2
CNT2130264934,2025-01-08,46000,2,Naif
CNT2130805627,2025-04-14,116886,Office,Al Wasl
CNT2130697751,2025-04-29,15000,Office,Al Khabeesi
CNT2132495224,2025-09-01,71000,Shop,Hor Al Anz
CNT2130545036,2025-04-13,57881,1,Al Barsha First
CRT2131363346,2025-06-15,155000,5,Mirdif
CNT2134329994,2026-01-20,15000,Office,Business Bay
CNT2131183728,2025-05-10,60000,2,Al Goze Industrial Second
CNT2129372218,2025-02-05,70000,1,Al Jadaf
CNT2126120534,2025-01-01,96000,3,Um Hurair First
CNT2133149134,2025-10-20,105000,Shop,Marsa Dubai
CNT2133749130,2025-12-20,79000,3,Al Qusais
CRT2134305936,2025-08-07,140000,2,Al Jadaf
CNT2132206778,2025-08-11,15000,Office,Saih Shuaib 3
CNT2133041751,2025-10-08,45045,1,Nad Hessa
CNT2133942819,2025-01-10,47000,Studio,Naif
CRT2133545616,2025-11-20,46300,Studio,Al Thanyah Fifth
CNT2131087695,2025-05-28,90000,1,Al Khairan First
CRT2130013976,2025-02-18,52000,1,Al Barsha South Fourth
CNT2133637279,2025-11-26,20000,Office,Port Saeed
CNT2133448873,2025-10-07,19200,Studio,Muhaisanah Fourth
CNT2131037791,2025-06-15,54600,1,Mirdif
CNT2132879741,2025-08-16,94500,2,Al Hamriya
CNT2129053149,2025-01-01,73650,2,Al Barsha South Third
CNT2131887905,2025-07-15,63000,3,Al Nahda Second
CNT2127082441,2025-01-01,44000,Studio,Al Warsan First
CNT2129870608,2025-02-20,20000,Office,Hor Al Anz
CNT2131864377,2025-06-01,43200,Room in labor camp,Muhaisanah Second
CNT2133504775,2025-10-22,88000,2,Jabal Ali First
CNT2130012381,2025-03-10,34000,Studio,Al Goze Industrial Second
CNT2133886653,2025-12-21,56500,1,Me'Aisem First
CNT2131781592,2025-07-10,15000,Office,Abu Hail
CNT2129369641,2025-02-17,62920,2,Mirdif
CNT2132855598,2025-10-16,40000,1,Al Hamriya
CNT2133515925,2026-01-11,40000,Studio,Nad Hessa
CNT2133849760,2025-12-15,45000,1,Al Hamriya
CRT2130980046,2025-05-20,95400,2,Marsa Dubai
CNT2131821938,2025-07-14,15000,2,Al Nahda Second
CNT2134278954,2026-01-17,34398,Studio,Nad Hessa
CNT2133985453,2025-12-21,75000,2,Warsan Fourth
CNT2132012598,2025-07-28,11000,Office,Mankhool
CNT2133654891,2025-11-28,20000,Office,Port Saeed
CNT2132767441,2025-10-01,57750,1,Al Murqabat
CRT2128560946,2025-01-27,80000,1,Al Hebiah Third
CNT2130196686,2025-03-01,68000,2,Al Karama
CRT2131080978,2025-05-30,140000,4,Madinat Hind 4
CRT2132607236,2025-09-12,62000,Studio,Al Merkadh
CNT2129845417,2025-02-19,17000,Office,Saih Shuaib 2
CNT2132668095,2025-09-18,33000,Studio,Al Nahda First
CNT2130153700,2025-03-13,20000,Office,Hor Al Anz
CNT2133425741,2025-11-10,17000,Office,Al Mararr
CNT2130192310,2025-03-10,66000,1,Al Satwa
CNT2128316497,2025-01-20,102900,2,Trade Center First
CNT2133266668,2025-11-01,47250,1,Al Hebiah Fourth
CRT2133190186,2025-10-24,100000,1,Al Barsha South Fourth
CNT2130461644,2025-04-11,50000,1,Nad Hessa
CRT2132548356,2025-08-25,66151,1,Al Goze Fourth
CNT2130613571,2025-04-22,59627,1,Wadi Al Safa 2
CNT2133749386,2025-08-24,180000,2,Al Thanyah Third
CNT2133703701,2025-12-01,66000,2,Me'Aisem First
CNT2129255586,2025-02-07,15000,Office,Al Murqabat
CNT2134166210,2026-01-09,20000,Office,Al Murqabat
CNT2131015577,2025-05-24,32000,1,Al Qusais Industrial Fifth
CNT2132371818,2025-09-04,27000,Office,Mankhool
CNT2130252704,2025-03-20,15000,Office,Al Nahda First
CNT2130141165,2025-03-10,49896,1,Al Murqabat
CNT2129449220,2025-03-01,66415,1,Al Thanyah Fifth
CRT2127329066,2025-01-08,124200,2,Burj Khalifa
CRT2131005466,2025-06-01,70000,Office,Business Bay
CNT2133104190,2025-10-25,58000,2,Dubai Investment Park First
CNT2130913043,2025-05-20,35150,Studio,Al Goze Industrial Second
CNT2131310438,2025-06-01,45000,1,Al Suq Al Kabeer
CRT2132520546,2025-09-05,110000,3,Madinat Hind 4
CNT2131583052,2025-06-02,185000,Shop,Al Mizhar First
CNT2134106964,2026-01-06,15000,Office,Al Hebiah Fourth
CNT2133697184,2025-12-20,70000,3,Madinat Hind 4
CNT2131288207,2025-06-22,149500,3,Al Bada
CNT2132575502,2025-08-01,55125,2,Al Warqa First
CNT2128826304,2025-01-31,30500,Office,Al Muteena
CNT2134168674,2026-01-09,15000,Office,Hor Al Anz East
CNT2132028342,2025-07-29,15000,Office,Dubai Investment Park Second
CNT2129923656,2025-02-25,18000,Office,Jabal Ali First
CNT2133157653,2025-11-15,70000,2,Al Muteena
CNT2134008974,2026-01-01,76000,2,Oud Metha
CRT2128561376,2025-02-01,82221,1,Al Merkadh
CNT2130879100,2025-05-12,46200,2,Al Warsan First
CNT2130970366,2025-05-19,20000,Office,Saih Shuaib 2
CNT2129360367,2025-02-18,48000,2,Al Qusais Industrial Fifth
CNT2134112793,2026-01-04,47273,Studio,Al Hebiah Fourth
CNT2131562115,2025-05-25,50000,2,Al Karama
CNT2133960086,2025-12-23,15000,Office,Mankhool
CNT2130148941,2025-05-15,40244,1,Al Qusais Industrial First
CNT2131414476,2025-06-21,10000,Office,Al Baraha
CRT2132802726,2025-10-01,100000,2,Al Merkadh
CNT2132069344,2025-02-15,155925,Shop,Al Karama
CRT2134174766,2026-01-07,87120,Office,Al Thanyah Fifth
CNT2131324168,2025-06-18,135000,1,Palm Jumeirah
CNT2133318269,2025-11-05,60000,Shop,Al Lusaily
CNT2132107351,2025-08-10,39999,2,Muhaisanah Fourth
CNT2132217040,2025-08-17,49500,1,Mirdif
CRT2130469486,2025-05-03,185000,4,Wadi Al Safa 5
CNT2127472071,2025-01-06,15000,Office,Al Karama
CNT2132761558,2025-10-01,110000,2,Al Barsha South Fourth
