transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price,area_sqft,Price_Per_SqFt
1-102-2025-76045,Sales,Sell - Pre registration,2025-08-18,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,SOUTH SQUARE - S3,South Square,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2,1,103.13,1898256.0,18406.44,1110.09132,1709.9998583900287
1-11-2024-10559,Sales,Sell,2024-03-21,Unit,Flat,Residential,Existing,Al Barsha South Fourth,ROKANE G 22,FORTUNATO,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,39.63,564300.0,14239.21,426.57732,1322.8551391339793
1-102-2024-26415,Sales,Sell - Pre registration,2024-04-29,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Azure,Binghatti Azure,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,66.56,864000.0,12980.77,716.45184,1205.9428865448933
1-102-2024-64395,Sales,Sell - Pre registration,2024-08-23,Unit,Flat,Residential,Off-Plan,Bukadra,320 Riverside Crescent,320 Riverside Crescent,Dubai Cycling Course,Emirates Towers Metro Station,Dubai Mall,3,1,154.9,4068285.0,26263.94,1667.3436,2439.9799777322446
1-102-2024-28473,Sales,Sell - Pre registration,2024-05-03,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Parkside Hills,Parkside Hills,IMG World Adventures,Business Bay Metro Station,Mall of the Emirates,3,1,172.11,3770888.0,21909.76,1852.59204,2035.4659410066342
1-11-2024-19012,Sales,Sell,2024-05-28,Unit,Flat,Residential,Existing,Al Hebiah Fourth,HERA TOWER,Hera Tower,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,66.47,621000.0,9342.56,715.48308,867.9450532918263
1-102-2025-133607,Sales,Sell - Pre registration,2025-12-29,Villa,Villa,Residential,Off-Plan,Dubai Investment Park Second,Golf Hills 2,Grand Polo - Equiterra ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,3,0,148.72,3559888.0,23936.85,1600.82208,2223.787418024619
1-102-2024-101027,Sales,Sell - Pre registration,2024-12-02,Unit,Flat,Residential,Off-Plan,Jabal Ali First,HAMMOCK PARK,Hammock Park,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,Studio,1,36.65,660800.0,18030.01,394.50059999999996,1675.02913810524
1-11-2025-3259,Sales,Sell,2025-01-27,Unit,Flat,Residential,Existing,Hadaeq Sheikh Mohammed Bin Rashid,MULBERRY II at PARK HEIGHTS Building A2,MULBERRY at PARK HEIGHTS,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2,1,159.02,3400000.0,21380.96,1711.69128,1986.3394992583007
1-102-2024-96456,Sales,Sell - Pre registration,2024-11-15,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower B,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,59.49,1175042.0,19751.92,640.35036,1834.9985779659746
1-102-2025-32200,Sales,Sell - Pre registration,2025-04-17,Unit,Flat,Residential,Off-Plan,Al Wasl,City Walk Crestlane 3 Building A,City Walk Crestlane 3,Dubai Cycling Course,Emirates Towers Metro Station,Mall of the Emirates,1,1,73.25,2596000.0,35440.27,788.463,3292.481701741236
1-102-2025-121211,Sales,Sell - Pre registration,2025-11-26,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,THE BOULEVARD BY PRESTIGE ONE,THE BOULEVARD BY PRESTIGE ONE ,IMG World Adventures,Dubai Internet City,Mall of the Emirates,Studio,1,43.64,671775.0,15393.56,469.74096,1430.0967069169358
1-102-2025-41320,Sales,Sell - Pre registration,2025-05-15,Unit,Flat,Residential,Off-Plan,Al Thanyah Fifth,ME DO RE 2,ME DO RE 2,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,2,1,102.93,2500000.0,24288.35,1107.93852,2256.4428936002696
1-102-2025-58561,Sales,Sell - Pre registration,2025-07-04,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Vida Residences Hillside Tower B,Vida Residences Hillside,IMG World Adventures,Dubai Internet City,Marina Mall,1,1,68.38,1977888.0,28924.95,736.0423199999999,2687.1933124714897
1-11-2025-48022,Sales,Sell,2025-11-17,Unit,Flat,Residential,Existing,Marsa Dubai,CAYAN TOWER,CAYAN TOWER,Burj Al Arab,Marina Towers,Marina Mall,1,1,81.29,2320000.0,28539.8,875.0055600000001,2651.4117236009333
1-102-2025-109709,Sales,Sell - Pre registration,2025-10-31,Unit,Flat,Residential,Off-Plan,Business Bay,TIGER SKY TOWER,Tiger Sky Tower,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,81.12,2439289.0,30070.13,873.1756799999999,2793.5833027323897
1-11-2025-1308,Sales,Sell,2025-01-13,Unit,Flat,Residential,Existing,Jabal Ali,MED 62,Samana Sky Views,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1,0,92.0,720000.0,7826.09,990.2879999999999,727.0612185546024
1-102-2024-74099,Sales,Sell - Pre registration,2024-09-20,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,Red Square -A,RED SQUARE,Sports City Swimming Academy,Damac Properties,Marina Mall,1,1,60.58,1049583.0,17325.57,652.0831199999999,1609.584679940803
1-102-2025-102021,Sales,Sell - Pre registration,2025-10-13,Unit,Flat,Residential,Off-Plan,Palm Deira,Bay Grove Residences D - Building 13,Bay Grove Residences D - Dubai Islands,Motor City,Business Bay Metro Station,Dubai Mall,1,1,84.51,2078000.0,24588.81,909.66564,2284.355821112469
1-102-2025-25371,Sales,Sell - Pre registration,2025-03-27,Unit,Flat,Residential,Off-Plan,Business Bay,Binghatti Skyrise - TOWER B,Binghatti Skyrise,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,43.23,1200000.0,27758.5,465.32771999999994,2578.8276700988285
1-102-2024-82273,Sales,Sell - Pre registration,2024-10-07,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AZIZI VENICE 7 - Building E,AZIZI VENICE 7,Dubai Cycling Course,Emirates Towers Metro Station,Dubai Mall,Studio,1,31.39,480000.0,15291.49,337.88196,1420.6144654778254
1-102-2024-51203,Sales,Sell - Pre registration,2024-07-16,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Oceanz 3 By Danube,Oceanz 3 By Danube ,Global Village,Business Bay Metro Station,Dubai Mall,1,1,70.68,2081000.0,29442.56,760.79952,2735.2803797773163
1-102-2024-5006,Sales,Sell - Pre registration,2024-01-26,Unit,Flat,Residential,Off-Plan,Jabal Ali First,Avenue Residence 5,AVENUE RESIDENCE 5,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,2,1,126.25,1621829.0,12846.17,1358.955,1193.4383404895675
1-11-2024-37880,Sales,Sell,2024-10-08,Unit,Flat,Residential,Existing,Al Hebiah Second,LAYA HEIGHTS,LAYA HEIGHTS,Motor City,Sharaf Dg Metro Station,City Centre Mirdif,Studio,1,33.76,650000.0,19253.55,363.39264,1788.6988575222658
1-102-2024-19115,Sales,Sell - Pre registration,2024-03-27,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Oceanz 1 By Danube,Oceanz 1 By Danube ,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1,1,75.75,2098000.0,27696.37,815.3729999999999,2573.0555218286604
1-11-2024-24822,Sales,Sell,2024-07-05,Unit,Flat,Residential,Existing,Al Barsha South Third,Genesis,GENESIS,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,76.61,595000.0,7766.61,824.6300399999999,721.5356840505108
1-102-2025-13501,Sales,Sell - Pre registration,2025-02-19,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - D,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,62.73,1701554.0,27125.04,675.2257199999999,2519.978060077451
1-102-2025-14354,Sales,Sell - Pre registration,2025-02-24,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Golf Acres,Golf Acres,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,3,1,167.63,2939888.0,17537.96,1804.3693199999998,1629.316109187669
1-102-2025-36576,Sales,Sell - Pre registration,2025-05-01,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,48 PARKSIDE,48 PARKSIDE ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,77.38,960048.0,12406.93,832.9183199999999,1152.631628993345
1-102-2025-111826,Sales,Sell - Pre registration,2025-11-06,Unit,Flat,Residential,Off-Plan,Bukadra,Skyscape Altius,SKYSCAPE,IMG World Adventures,Dubai Internet City,Mall of the Emirates,1,1,76.89,1994612.0,25941.11,827.64396,2409.987985655088
1-102-2024-95083,Sales,Sell - Pre registration,2024-11-13,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 4,Cilia Tower 1,Cilia,IMG World Adventures,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,71.05,1342000.0,18888.11,764.7821999999999,1754.74795307736
1-102-2025-108129,Sales,Sell - Pre registration,2025-10-28,Unit,Flat,Residential,Off-Plan,Palm Deira,Wellington Ocean by ANK Motiwala Developments,Wellington Ocean by ANK Motiwala Developments,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,79.21,1906058.0,24063.35,852.6164399999999,2235.5398167082026
1-11-2025-4719,Sales,Sell,2025-02-05,Unit,Flat,Residential,Existing,Warsan Fourth,Dugasta Warsan,ME DO RE 2,Sports City Swimming Academy,Rashidiya Metro Station,City Centre Mirdif,Studio,1,38.24,560306.0,14652.35,411.61536,1361.2368595768633
1-11-2025-18847,Sales,Sell,2025-05-06,Unit,Flat,Residential,Existing,Al Barsha South Fourth,BLOOM HEIGHTS A,BLOOM HEIGHTS,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,37.52,615000.0,16391.26,403.86528,1522.7850237584178
1-102-2024-7448,Sales,Sell - Pre registration,2024-02-07,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Oceanz 2 By Danube,Oceanz 2 By Danube ,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,1,1,85.13,2142000.0,25161.52,916.3393199999999,2337.562028878124
1-11-2024-42005,Sales,Sell,2024-11-04,Unit,Flat,Residential,Existing,Wadi Al Safa 5,Etlalah 1,Grand Bleu Tower interiors by Elie Saab,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,135.18,1180000.0,8729.1,1455.07752,810.9533573166603
1-102-2024-62178,Sales,Sell - Pre registration,2024-08-16,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AZIZI VENICE 14-BUILDING A,AZIZI VENICE 14,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Studio,1,33.91,595000.0,17546.45,365.00723999999997,1630.104652170735
1-11-2025-52140,Sales,Sell,2025-12-12,Unit,Flat,Residential,Existing,Al Hebiah Third,DAMAC HILLS - GOLF GATE,DAMAC HILLS - GOLF GATE,Motor City,Business Bay Metro Station,Dubai Mall,1,1,59.66,1050000.0,17599.73,642.1802399999999,1635.054980825944
1-102-2024-18726,Sales,Sell - Pre registration,2024-03-26,Unit,Flat,Residential,Off-Plan,Zaabeel First,Address Residences Zabeel Tower 1,Address Residences Zabeel,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,1,1,72.5,2220459.0,30627.02,780.39,2845.3196478683735
1-102-2025-32891,Sales,Sell - Pre registration,2025-04-21,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,Floarea Grande,Floarea  Grande,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,77.57,1133550.0,14613.25,834.9634799999999,1357.6042870761248
1-11-2024-43176,Sales,Sell,2024-11-11,Unit,Flat,Residential,Existing,Al Hebiah Fourth,ELITE RESIDENCES 2,ELITE II SPORTS RESIDENCE,Sports City Swimming Academy,Dubai Internet City,Marina Mall,Studio,1,42.36,435000.0,10269.12,455.96304,954.024694633144
1-102-2024-87420,Sales,Sell - Pre registration,2024-10-17,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Soho The Berkeley,Soho The Berkeley,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,79.37,1872413.0,23590.94,854.33868,2191.6519102237066
1-102-2025-19620,Sales,Sell - Pre registration,2025-03-10,Unit,Flat,Residential,Off-Plan,Jabal Ali First,EVORA RESIDENCE,Evora Residences,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1,1,72.01,1158777.0,16091.89,775.11564,1494.9730597617668
1-102-2024-69087,Sales,Sell - Pre registration,2024-09-06,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,ONE PARK CENTRAL BY IMAN,ONE PARK CENTRAL BY IMAN,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,35.76,672238.0,18798.6,384.92063999999993,1746.4327192223313
1-11-2025-3985,Sales,Sell,2025-01-30,Unit,Flat,Residential,Existing,Me'Aisem First,Ikarus Tower,AR II Camelia 2,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,2,1,91.33,803888.0,8802.01,983.07612,817.7271155767673
1-11-2024-8099,Sales,Sell,2024-03-05,Unit,Flat,Residential,Existing,Al Goze Fourth,AL KHAIL HEIGHTS 7A-7B,AL KHAIL HEIGHTS,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1,1,101.37,800000.0,7891.88,1091.14668,733.1736554429144
1-102-2024-14086,Sales,Sell - Pre registration,2024-03-07,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,ELLINGTON HOUSE IV,ELLINGTON HOUSE IV,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,75.91,1945828.0,25633.36,817.0952399999999,2381.396812445022
1-102-2024-53197,Sales,Sell - Pre registration,2024-07-24,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,COVE LIVING RESIDENCE BY IMTIAZ,Cove Living Residence By Imtiaz,IMG World Adventures,Dubai Internet City,Mall of the Emirates,1,1,75.16,883454.0,11754.32,809.0222399999999,1092.0021185078917
1-11-2025-35430,Sales,Sell,2025-08-25,Unit,Flat,Residential,Existing,Saih Shuaib 2,AL HASEEN RESIDENCES,Al Haseen Residence,Dubai Parks and Resorts,Jumeirah Beach Resdency,Marina Mall,Studio,1,37.89,450000.0,11876.48,407.84796,1103.3523374739939
1-11-2024-34396,Sales,Sell,2024-09-13,Unit,Flat,Residential,Existing,Al Hebiah Second,LAYA HEIGHTS,LAYA HEIGHTS,Motor City,Sharaf Dg Metro Station,Dubai Mall,Studio,1,34.41,656600.0,19081.66,370.3892399999999,1772.7296829681125
1-11-2024-50084,Sales,Sell,2024-12-26,Unit,Flat,Residential,Existing,Al Kifaf,PARK GATE RESIDENCES 3,Park Gate Residences,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2,1,143.85,2950000.0,20507.47,1548.4013999999997,1905.190734133927
1-11-2025-10249,Sales,Sell,2025-03-12,Unit,Flat,Residential,Existing,Al Hebiah Third,DAMAC HILLS - CARSON (B),DAMAC HILLS - CARSON ,Motor City,Jumeirah Beach Residency,Marina Mall,Studio,1,37.82,454502.0,12017.5,407.09448,1116.4533599178255
1-102-2025-96702,Sales,Sell - Pre registration,2025-09-30,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Binghatti Hillviews,Binghatti Hillviews,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,78.48,1283508.0,16354.59,844.75872,1519.3782196175493
1-102-2024-95343,Sales,Sell - Pre registration,2024-11-12,Villa,Villa,Residential,Off-Plan,Dubai Investment Park Second,Trinity by Karma,DAMAC RIVERSIDE - LUSH,IMG World Adventures,First Abu Dhabi Bank Metro Station,Mall of the Emirates,4,0,141.24,2272000.0,16086.09,1520.30736,1494.4346516878009
1-11-2025-35878,Sales,Sell,2025-08-28,Unit,Flat,Residential,Existing,Business Bay,REVA RESIDENCES,REVA RESIDENCES,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,43.8,1150000.0,26255.71,471.4631999999999,2439.214767981892
1-102-2025-83786,Sales,Sell - Pre registration,2025-09-02,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AZIZI VENICE 7 - Building C,AZIZI VENICE 7,Hamdan Sports Complex,Business Bay Metro Station,Dubai Mall,Studio,1,32.6,730000.0,22392.64,350.9064,2080.3268335943717
1-11-2025-43124,Sales,Sell,2025-10-15,Unit,Flat,Residential,Existing,Al Barsha South Fourth,PEARL HOUSE I BY IMTIAZ,Pearl House I by Imtiaz,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,63.28,1100000.0,17383.06,681.1459199999999,1614.9256241599453
1-102-2025-125046,Sales,Sell - Pre registration,2025-12-08,Unit,Flat,Residential,Off-Plan,Jabal Ali First,RAFFI BY AZIZI,RAFFI BY AZIZI,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,Studio,1,30.54,568260.0,18607.07,328.73256,1728.6392318424437
1-102-2024-103902,Sales,Sell - Pre registration,2024-12-12,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Cove Edition Residence 2 by Imtiaz,Cove Edition Residence 2 By Imtiaz,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,94.38,1012169.0,10724.41,1015.9063199999999,996.3211962299831
1-11-2024-6759,Sales,Sell,2024-02-26,Unit,Flat,Residential,Existing,Al Thanyah Fifth,LAKE TERRACE,LAKE TERRACE,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1,1,69.41,1120000.0,16136.0,747.1292399999999,1499.0712985614111
1-11-2024-37184,Sales,Sell,2024-10-02,Unit,Flat,Residential,Existing,Al Hebiah Fourth,Elite Residences 3,ELITE 3 SPORTS RESIDENCE,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2,1,123.74,790000.0,6384.35,1331.93736,593.1209858097232
1-102-2025-91931,Sales,Sell - Pre registration,2025-09-22,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Binghatti Hillviews,Binghatti Hillviews,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,65.29,1253856.0,19204.41,702.78156,1784.1333230200291
1-102-2025-104022,Sales,Sell - Pre registration,2025-10-16,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,Ashley Hills,Ashley Hills,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,45.03,712337.0,15819.18,484.70292,1469.636287728574
1-11-2025-11722,Sales,Sell,2025-03-21,Unit,Flat,Residential,Existing,Marsa Dubai,Orra Marina,ORRA MARINA,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1,1,0.83,11000.0,13253.01,8.934119999999998,1231.234861407727
1-102-2025-86291,Sales,Sell - Pre registration,2025-09-10,Unit,Flat,Residential,Off-Plan,Al Hebiah Fourth,MAG 777,MAG 777,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,89.68,1441800.0,16077.16,965.31552,1493.6049096154593
1-102-2025-62436,Sales,Sell - Pre registration,2025-07-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Ozone 1  Residence,Ozone 1 Residence,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,98.39,1348994.0,13710.68,1059.06996,1273.7534355143073
1-102-2025-18484,Sales,Sell - Pre registration,2025-03-06,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Blossom 76 by Tranquil,Blossom 76 by Tranquil,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,78.36,1198888.0,15299.74,843.46704,1421.380970618603
1-102-2025-42746,Sales,Sell - Pre registration,2025-05-20,Unit,Flat,Residential,Off-Plan,Al Khairan First,Albero,Albero,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,109.39,2737888.0,25028.69,1177.47396,2325.221697471764
1-102-2025-117439,Sales,Sell - Pre registration,2025-11-18,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,SOUTH SQUARE - S3,South Square,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,75.1,1184271.0,15769.26,808.3763999999999,1464.9994730177677
1-102-2025-107844,Sales,Sell - Pre registration,2025-10-28,Unit,Flat,Residential,Off-Plan,Palm Deira,Ocean Bay by SD - B,Ocean Bay by Samana Developers ,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1,1,75.17,2051000.0,27284.82,809.12988,2534.8217272608945
1-102-2025-20253,Sales,Sell - Pre registration,2025-03-11,Unit,Flat,Residential,Off-Plan,Warsan Fourth,4B Living,4B Living,Sports City Swimming Academy,Rashidiya Metro Station,City Centre Mirdif,1,1,65.21,740700.0,11358.69,701.9204399999999,1055.2477998788584
1-102-2024-69710,Sales,Sell - Pre registration,2024-09-11,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Lime Gardens,Lime Gardens ,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2,1,90.24,2100000.0,23271.28,971.3433599999998,2161.9543474307584
1-102-2025-106371,Sales,Sell - Pre registration,2025-10-23,Unit,Flat,Residential,Off-Plan,Bukadra,Skyvue Stellar,Skyvue,IMG World Adventures,Palm Deira Metro Stations,Marina Mall,2,1,84.28,2426707.0,28793.39,907.1899199999999,2674.971300386583
1-102-2024-79043,Sales,Sell - Pre registration,2024-09-30,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Samana Avenue,Samana Avenue,IMG World Adventures,Creek Metro Station,City Centre Mirdif,1,1,78.43,1075808.0,13716.8,844.2205200000001,1274.3210743088782
1-102-2025-117,Sales,Sell - Pre registration,2025-01-03,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Building 5 - JADE,Verdes by Haven 1,IMG World Adventures,Business Bay Metro Station,City Centre Mirdif,2,1,125.9,1862805.0,14795.91,1355.1876,1374.5735276798578
1-102-2025-75904,Sales,Sell - Pre registration,2025-08-18,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 2,BELGRAVIA GARDENS - TOWER B,BELGRAVIA GARDENS,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,71.37,1253828.0,17568.0,768.22668,1632.1068151395107
1-102-2024-25705,Sales,Sell - Pre registration,2024-04-25,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Azure,Binghatti Azure,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,36.16,575000.0,15901.55,389.22623999999996,1477.2899175554044
1-102-2025-103200,Sales,Sell - Pre registration,2025-10-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,Binghatti Flare 02,Binghatti Flare 02,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1,1,80.01,1393999.0,17422.81,861.22764,1618.6185106646137
1-102-2025-37105,Sales,Sell - Pre registration,2025-05-05,Unit,Flat,Residential,Off-Plan,Me'Aisem First,JANNAT,JANNAT,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1,1,72.34,941385.0,13013.34,778.66776,1208.9687648041315
1-11-2024-28299,Sales,Sell,2024-08-01,Unit,Flat,Residential,Existing,Al Barsha South Third,Jewelz Residence,Jewelz Residence,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,78.21,870000.0,11123.9,841.8524399999999,1033.435265686229
1-102-2024-52159,Sales,Sell - Pre registration,2024-07-18,Unit,Flat,Residential,Off-Plan,Al Thanyah Fifth,Seven City JLT,SEVEN CITY JLT,Burj Al Arab,Damac Properties,Marina Mall,Studio,1,37.27,650000.0,17440.3,401.17428,1620.2434513000185
1-102-2025-70078,Sales,Sell - Pre registration,2025-08-04,Unit,Flat,Residential,Off-Plan,Bukadra,Skyvue Spectra,Skyvue,IMG World Adventures,Damac Properties,Marina Mall,2,1,95.01,2612947.0,27501.81,1022.68764,2554.980521716289
1-11-2024-2455,Sales,Sell,2024-01-24,Unit,Flat,Residential,Existing,Al Warsan First,HDS SUNSTAR,HDS SUNSTAR 1,Motor City,Rashidiya Metro Station,City Centre Mirdif,1,1,69.8,350000.0,5014.33,751.3272,465.8423121111548
1-11-2024-38859,Sales,Sell,2024-10-14,Unit,Flat,Residential,Existing,Al Warsan First,S-11,MADINA TOWER,Burj Al Arab,Rashidiya Metro Station,City Centre Mirdif,1,0,69.0,455000.0,6594.2,742.716,612.616397115452
1-11-2025-52634,Sales,Sell,2025-12-16,Unit,Flat,Residential,Existing,Al Merkadh,Berkeley Place,BERKELEY PLACE ,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,88.57,2000000.0,22581.01,953.3674799999999,2097.826957554709
1-102-2025-13661,Sales,Sell - Pre registration,2025-02-20,Unit,Flat,Residential,Off-Plan,Marsa Dubai,Franck Muller Vanguard,Franck muller Vanguard ,Burj Al Arab,Marina Towers,Marina Mall,Studio,1,44.89,1351404.0,30104.79,483.19595999999996,2796.803185192194
1-102-2024-3834,Sales,Sell - Pre registration,2024-01-22,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,LUXOR TOWER BY IMTIAZ,Luxur Tower By Imtiaz,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,72.08,1099000.0,15246.95,775.86912,1416.476015954856
1-102-2025-98935,Sales,Sell - Pre registration,2025-10-06,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,GUZEL TOWERS,GUZEL TOWERS,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,32.55,583429.0,17924.09,350.36819999999994,1665.1882219904662
1-102-2024-24443,Sales,Sell - Pre registration,2024-04-22,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Ashton Park,Ashton Park Residences,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,39.21,649254.0,16558.38,422.05644,1538.310847715059
1-102-2024-50908,Sales,Sell - Pre registration,2024-07-16,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Palace Residences Dubai Hills Estate Building 1,Palace Residences Dubai Hills Estate,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,69.42,1797888.0,25898.7,747.2368799999999,2406.04826678255
1-102-2024-15292,Sales,Sell - Pre registration,2024-03-12,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Tulip,Binghatti Tulip,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,28.09,515000.0,18333.93,302.36075999999997,1703.2633467385122
1-102-2024-45244,Sales,Sell - Pre registration,2024-07-01,Unit,Flat,Residential,Off-Plan,Al Wasl,City Walk Northline 2 Building A,City Walk Northline 2,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,119.94,4003000.0,33375.02,1291.03416,3100.615091393089
1-102-2024-35018,Sales,Sell - Pre registration,2024-05-23,Unit,Flat,Residential,Off-Plan,Al Hebiah Third,DAMAC HILLS - GOLF GREENS 2 -TOWER B,DAMAC HILLS - GOLF GREENS 2,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,64.85,1135000.0,17501.93,698.0453999999999,1625.9687407151457
